Pathway	Family	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY-5941: glycogen degradation II	f__Coriobacteriaceae	9.7816e-05	6.36878e-05	9.62905e-05	0.000104968	8.96527e-05	2.14153e-05	2.34072e-05	6.44584e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60131e-06	6.02887e-06	1.69607e-05	0	0	0	0	0	3.08762e-05	2.18152e-05	1.05565e-05	4.27083e-05	3.76752e-05	6.60288e-05	0	2.83283e-05	0	0.000122458	0	0	0	0	0	0	0	0	9.97847e-06	0	1.92842e-05	3.09077e-05	0	0	3.53254e-05	1.51323e-05	4.18459e-05	1.1818e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.39228e-05	0	0	2.01551e-05	2.39735e-05	3.62253e-05	2.46495e-05	0	0	2.46964e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60188e-05	0	0	6.97257e-05	0.00016442	4.01278e-05	0	0	0	0	0	4.69277e-05	0	3.95135e-05	0	0	2.98218e-05	0	4.67629e-05	0	7.13633e-05	0	0	0	0	0	0	9.63827e-06	8.28835e-05	0	0	0	0	0	0	1.6423e-05	9.2146e-05	0	0	2.23975e-05	4.29559e-05	0	0	0	0	0	0	0	0	2.00698e-05	5.51085e-06	2.07865e-05	1.80678e-05	2.32166e-05	4.77098e-05	0	1.376e-06	0	0	8.36376e-05	1.00929e-05	2.00284e-06	2.34532e-06	0.000105389	2.96728e-05	0
PWY-5941: glycogen degradation II	f__Enterobacteriaceae	3.0982e-05	0	0	0	0	0	0.00020353457	0	0.000351309	0.0001012837894	5.56781796e-05	8.1724664e-05	1.71257913e-05	2.07182e-06	5.73393e-06	8.00856e-07	2.2865375e-05	7.7914371e-05	0	4.3858773e-05	2.00359e-05	4.81127e-05	0	0	0	0	0	0	0	0	3.63381e-06	1.80236e-06	1.43819e-05	0	0	0.0002903031254	5.19202e-05	1.36855e-06	9.07525762e-05	0.000151756524	3.08952e-05	0.000175565	5.24512e-05	6.38278e-06	8.55888668e-05	0.000418223	3.8478658e-06	3.3092e-05	5.46836556e-05	5.7708358e-05	0	0.0001382103809	0	0	2.126156e-05	0	1.60108e-05	0	1.03459e-05	6.98663e-06	0	0	2.13469e-05	1.02267e-05	4.38674e-06	2.88775e-06	4.2456e-05	0.0001268850551	2.38408e-06	1.35379e-05	2.655925e-05	3.27968e-05	3.81243016e-05	5.98130687e-05	2.50803e-05	0	3.86691e-05	2.19918e-05	8.3927261e-06	0	0	0	0	0	9.61014e-07	2.76478e-06	0.0001480882164	0	0.000236271872	0.00010352772	0	8.180927e-05	0	5.101277e-05	6.8296363e-05	0.00010628469	2.303786e-06	2.89010406e-05	2.99811688e-05	0.0001609844494	0	2.44874e-05	0	6.38643e-06	5.25451e-06	0.0002165739416	0.0002197055201	1.33894e-05	0	7.514427e-06	0	0	0	0	0	6.9348e-06	0	0	0	0	0	2.1403322e-05	0.0002136442854	0	0.0003194087349	0.0002611308174	2.206219e-05	1.48488e-05	0.0001090757834	0	0.000408865	0.0002049250078	0.0001206503157	0.000605428	4.035665e-05	0.000285851	3.1629415e-05	0	0.000164617803	0.0001872536002	1.04708e-05	0.0002393105202	0.0001009047496	3.77308e-05	3.22346e-06	0.00015221112	0.0002522206591	0.0002162856249	2.1616813e-05	0.000233856	0	2.50974e-05	7.90431e-07	0.000191285358	2.61425e-05	4.02853e-05	2.8399e-06	0.000166838083	0.00014410111	8.9188984e-05	2.17552e-05	0.000172109	1.9471e-05	4.85918e-05	5.3464615e-05	1.67883e-06	0	7.014317e-06	5.3439301e-06	1.18249023e-05	3.24487e-06	3.844557e-05	1.9947042e-05	7.04058e-05	0	2.080457e-05	3.19483489e-05	7.67414639e-05	2.6167467e-05	4.458138e-06	0	2.926e-06
PWY-5941: glycogen degradation II	f__Erysipelotrichaceae	8.34426e-07	1.2165e-06	6.27438e-07	5.59557e-07	4.44583e-07	9.96679e-07	1.51334e-06	1.00872e-06	0	0	0	0	6.5179e-05	5.57089e-06	0	0	0	0	2.43503e-06	0	0	0	2.47025e-06	3.20825e-07	0	0	0	1.93698e-05	2.38492e-05	3.18946e-05	3.33528e-06	1.34611e-06	0	4.50079e-06	1.17817e-05	0	0	0	2.91345e-06	0	0	1.7872e-06	0	0	3.36692e-07	0	0	3.98456e-07	0	0	7.01222e-06	0	2.28134e-06	1.19523e-06	0	3.7694e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2462e-06	0	4.94227e-07	8.51929e-08	0	0	0	0	0	0	0	1.64115e-06	0	0	0	0	0	0	0	0	0	2.06154e-06	0	0	0	0	3.46402e-06	6.88439e-06	0	6.62814e-06	0	0	3.5726e-06	2.82465e-06	7.211e-05	2.98379e-06	1.56042e-06	1.85563e-06	2.68559e-06	0	6.98074e-07	0	1.55709e-06	3.51254e-06	0	0	0	0	8.74031e-06	0	0	0	0	0	0	0	6.57585e-06	0	0	0	0	0	0	0	0	0	0	0	9.7206e-06	0	0	0	0	0	2.11023e-06	1.32646e-06	7.83695e-06	0	1.24123e-05	0	1.16689e-05	0	0	2.16612e-05	3.62911e-05	1.54729e-06	2.49833e-06	5.12442e-06	3.82827e-06	7.14408e-06	5.36704e-07	1.34652e-06	0	0	2.23518e-06	0	0	0	7.5082e-07	3.0946085e-05	0	0	0	0	2.55194e-06	2.08556e-05	9.09122e-06
PWY-5941: glycogen degradation II	f__Eubacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06793e-06	2.083497e-05	1.778371e-06	2.55028e-07	2.084207e-05	0	1.110684e-05	0	0	0	0	0	0	0	0	0	2.081048e-05	1.699901e-05	3.375023e-05	0	1.87332e-06	0	0	0	0	1.01765e-06	0	0	0	0	0	0	0	1.07437e-05	0	0	5.0739e-06	0	4.94602e-06	7.85001e-06	0	7.53069e-06	1.436513e-05	2.4543e-06	1.58579e-05	2.640514e-05	5.60514e-05	1.22659e-06	9.73602e-06	0	1.62231e-05	1.21687e-06	4.2549322e-05	5.90239e-06	1.876482e-06	9.83057e-06	9.64285e-06	7.30888e-06	2.9017274e-05	1.63959e-05	3.71378e-05	2.800465e-05	0	0	3.686976e-05	0	2.143373e-05	2.30658e-05	3.011879e-05	3.075702e-05	1.945991e-05	2.123569e-05	7.653287e-06	3.11815e-05	0	0	0	0	0	0	0	0	0	0	0	5.59767e-05	0	0	0	0	0	0	6.57976e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7696e-07	3.59144e-07	0	0	0	0	0	2.892734e-05	0	8.91237e-06	0	0	1.134563e-05	0	1.75305e-05	4.80925e-07	3.064579e-05	1.479033e-06	0	0	0	0	0	2.12637e-06	2.552437e-05	0	0	0	0	0	3.061811e-06	0	5.980027e-06	0	3.53718e-06	3.1257e-06	9.94779e-06	0	0	0	3.74807e-06	0	0	0	0	2.283815e-05	1.104296e-05	3.881444e-05	1.41448e-05	3.005083e-05	4.219752e-05	2.93234e-06	5.475213e-06	0	1.42265e-06	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	f__Firmicutes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8324e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59858e-05	5.90905e-05	2.79386e-05	4.1486e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	f__Fusobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90966e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09518e-07	0	1.55028e-06	0	1.94607e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44941e-06	1.20635e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	f__Hafniaceae	0	0	0	0	0	0	0	0	0	4.10197e-07	0	9.79977e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4354e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61795e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	f__Lachnospiraceae	7.7176597e-05	0.00018163662	0.000116101357	0.000217148905	0.000189245665	6.0648807e-05	3.987093e-05	0.000134742511	0	0	0.00010103774	0	0.0001902598	0.00034872971	0.000317607882	0.00037303077	2.2267689e-05	1.7282298e-05	0.000209821133	0	0.00025356982	0	0.00053649251	0	0	0	0	0.00025826717	0.00043675268	0.00013461645	0.000163498713	0.000203239094	0.000209390614	4.752187e-06	6.732871e-06	0	0	0	5.273344e-05	2.4332345e-05	3.6644764e-05	8.7418574e-05	7.411648e-05	5.22889e-05	3.8516797e-05	2.9321555e-05	0.00022785958	0.00017500108	0	0	0.00011078463	0	0.000284576102	5.4744028e-05	5.453276e-06	0.000102446852	8.935921e-05	5.1842076e-05	0.00014264741	0.00019359873	0.000150975204	6.6726319e-05	7.7628665e-05	0.0003102559	0.00017389363	0.00028261534	0.0001559509421	9.328665e-06	2.5884157e-05	3.720946e-05	5.0190365e-05	1.8381681e-05	8.2298644e-05	7.9124963e-05	0.000135050182	4.7058482e-05	0.00011949306	0.0001727379	0.000101465725	0	0.000148781859	0.00017956636	0.0001853028	0.00018021852	0.000126301894	9.203728e-05	1.6361321e-05	0.00020339922	0	0	0	0	0	0	0	0	2.9896e-06	0	0	8.4802312e-05	0	1.46124e-06	1.39939e-05	0.00010632638	0.00020318213	0	0	3.08178e-06	8.01931e-06	0	7.6307365e-05	0.0001931012	0.000267042046	0.00020222567	0	0.000251000916	0.0001721331	0.000309838434	0.00026986019	7.411785e-05	0.00014005543	6.6921205e-05	0	0.00047108932	0	0	6.815153e-06	0.000346889961	8.62944e-06	0.00013902569	0	4.5402731e-05	0.00015927205	0	0.000259019187	0	0.000267050408	0.000171991147	0	0	0	0	0	3.6908526e-05	0.000330833026	0	0	0	1.0960216e-05	8.7689105e-05	0.00010391062	8.7954599e-05	0.000139672345	8.9393676e-05	2.663937e-05	9.1291812e-05	0.000326722268	0	5.7212619e-05	7.688338e-05	0.000113670869	0.00014056768	8.144984e-05	0.000142714146	0.00015654263	0.00016534325	0.00029940841	0.000100278029	4.1648659e-05	6.1993468e-05	0.000104809677	1.7517302e-05	1.3955789e-05	0.000255297236	0.000448814422	4.195437e-05	1.2549815e-05	0	6.70872e-07	6.0285672e-05	7.501198e-05	4.91926e-06
PWY-5941: glycogen degradation II	f__Neisseriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2162108e-06	0	1.0701785e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74237e-07	8.2895808e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	f__Peptostreptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39648e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	f__Prevotellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81807e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	f__Propionibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1331e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	f__Ruminococcaceae	3.496449e-05	2.31347e-05	7.809817e-06	1.206737e-05	1.147432e-05	5.69356e-06	2.44758e-05	3.14118e-06	0	0	0	0	2.09186e-05	2.582954e-05	1.054055e-05	5.8910957e-05	4.06976e-06	2.2601131e-05	0.00011069948	0	3.3530732e-05	0	6.43971e-06	0	0	0	0	6.44233e-06	6.13828e-06	4.62979e-06	1.704171e-05	3.990355e-05	3.1548754e-05	1.769136e-05	7.61739e-06	0	0	0	1.10227e-06	0	1.52448e-06	1.019452e-05	2.02146e-06	6.0595e-06	0	1.52267e-06	0	7.500371e-06	0	0	4.34248e-06	0	7.08494e-06	7.588125e-05	0	5.02259e-05	0	0	9.23825e-07	0	0	5.353377e-05	2.265793e-06	9.22352e-06	4.858276e-06	1.538149e-05	9.549192e-06	3.40264e-06	3.52462e-05	2.7262477e-05	0	2.6917864e-05	2.54255e-06	1.197821e-06	2.96023e-06	9.97374e-07	0	3.6201e-06	3.06645e-05	0	2.1960514e-05	2.3011979e-05	1.8408592e-05	1.779927e-05	2.2901141e-05	1.771562e-05	6.61933e-06	3.3026912e-05	0	0	0	0	0	0	0	0	1.40107e-05	0	5.38252e-06	5.1147972e-06	1.18066e-05	8.84283e-06	6.49397e-06	5.0884e-06	8.3749e-07	0	0	0	8.12843e-06	7.13958e-06	2.0472e-06	5.232919e-06	4.685928e-06	3.892034e-06	0	5.179038e-06	2.375872e-05	3.6300467e-05	3.73552e-05	4.091594e-06	1.95795e-05	2.14325e-06	0	5.72597e-06	0	0	0	9.4440236e-06	0	0	0	4.053353e-06	0	0	0	0	0	1.236683e-05	0	0	0	0	0	7.35674e-07	1.82637e-06	0	0	0	7.072047e-06	3.9314e-06	6.9345e-07	1.1084934e-05	3.185045e-06	6.750179e-06	4.93642e-06	1.58276e-05	3.938215e-06	0	4.52056e-06	3.39992e-06	6.53125e-06	7.51299e-07	6.63113e-06	6.3867e-06	5.11939e-05	9.54479e-06	2.09545e-05	3.42952e-05	5.84516e-05	1.09209e-05	2.842017e-05	7.15159e-06	4.75394e-06	8.48232e-07	3.02143e-06	1.83556e-05	2.26894e-05	1.15697e-06	1.20031e-06	4.27562e-05	1.50883e-05	1.77281e-06
PWY-5941: glycogen degradation II	f__Streptococcaceae	6.368557e-06	8.50732389e-05	2.8193286e-06	1.9396747e-05	2.0063135e-05	0.0004573983663	6.85606984e-05	6.014714e-05	2.0680505e-05	3.70931694e-05	7.1366345e-06	4.5229719e-05	5.5451212e-06	3.2238291e-06	4.71427842e-05	3.708599e-06	1.0106585e-05	1.7152253e-05	3.8699902e-05	4.7949786e-05	3.54316e-07	0.000189507111	0	1.7175676e-06	4.102842e-06	2.9906075e-06	1.01032337e-05	2.589916e-06	1.39401587e-05	6.30914e-07	5.5863435e-05	4.3944316e-05	6.4921627e-05	3.226426e-06	2.0084123e-06	0	1.0236602e-06	1.5704538e-05	4.5004514e-05	1.2763872e-05	0.000118024345	5.160608e-06	7.413126e-06	0.0001523406371	0.000266703216	1.16173157e-05	0	1.7452892e-05	2.97928028e-05	1.76321707e-05	5.997193e-06	8.7756828e-06	5.6239997e-05	2.66845305e-05	3.2610187e-05	2.6679784e-05	5.4869705e-05	4.3240813e-05	3.76668083e-05	5.29314994e-05	4.46000673e-05	4.26003526e-05	7.09755624e-05	3.0818669e-05	3.48478275e-05	5.181124e-06	4.362745e-06	3.497368e-06	1.357005e-06	3.465486e-06	7.92252e-06	5.59802e-06	5.82395e-07	6.330165e-06	1.608365e-05	6.203435e-05	0	3.5925267e-06	1.4410591e-05	0	3.48579018e-05	3.43329366e-05	7.6826723e-05	7.88252141e-05	5.3299759e-05	4.4253939e-05	0	1.24367551e-05	5.0638758e-05	5.5096835e-05	9.89742136e-05	0.00018391674	0	8.1433075e-05	3.81399169e-05	1.502839e-06	1.7588846e-05	2.7447e-06	8.3424e-07	1.579684e-06	2.919676e-06	2.92717e-06	9.816778e-07	2.9860734e-05	4.9809297e-05	1.768529e-06	8.675864e-07	2.887939e-06	0	6.8702605e-05	0	5.495597e-06	8.33609e-07	1.2217867e-05	0	1.6012269e-05	5.671812e-05	8.04677e-06	2.0438705e-05	1.5866019e-05	6.83218856e-06	3.67507001e-05	5.27122374e-05	1.16006783e-05	3.09788978e-05	3.12028897e-05	3.67116373e-05	6.907297e-06	0.0003270949	1.1666484e-05	1.37978e-06	2.22224036e-05	3.7056529e-05	1.211455e-06	2.0785028e-05	1.7733793e-06	2.1167898e-05	1.73787612e-05	0	0.0001811683195	1.4414607e-05	7.8235078e-05	1.4053188e-05	1.0154222e-06	3.2320346e-05	4.2917608e-05	4.0301752e-05	7.773955e-05	5.82039502e-05	2.3670165e-05	6.691737e-06	1.77234082e-05	0.000154327908	2.49356263e-05	1.67454484e-05	2.758729e-06	3.2983467e-05	4.85946e-07	4.39132e-06	1.72484e-06	3.90814e-05	0	0	0	0	2.41131618e-05	6.208126e-06	1.3420839e-05	8.552729e-06	1.5418319e-05	2.5477981e-05	0	8.2466e-07	7.816e-07	0	2.607684e-05	4.3041949e-05	4.8366739e-05	0.0001131602	4.1674965e-05	8.8041793e-06	3.30383585e-05
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	f__Enterobacteriaceae	3.73107e-05	5.37119e-06	4.88785e-06	0	0	0	0.00014164439	0	0	8.7493171e-05	6.47823225e-05	0.000109967856	2.3022956e-05	0	7.55457e-06	0	1.77096e-05	7.6105967e-05	0	3.5132318e-05	3.19144e-05	5.9328973e-05	0	0	0	0	0	0	0	0	0	0	1.42891e-05	0	0	0	0	0	9.87429e-05	0.000182474	4.25637e-05	0.000109392	3.24999e-05	7.3199e-06	7.2842e-05	0.0002825724624	3.89336e-06	3.8581e-05	5.865651e-05	5.385808e-05	0	0.0001518473213	0	0	0	0	2.16218e-05	8.12345e-06	1.41091e-05	1.02932e-05	0	0	3.11197e-05	9.62112e-06	1.0897e-05	2.84335e-06	5.15981e-05	0.000166197	4.02045e-06	1.27028e-05	2.335327e-05	4.51529e-05	3.337893e-05	5.97195e-05	3.42301e-05	0	4.94329e-05	2.28055e-05	0	0	0	0	0	0	0	3.64378e-06	0.000204506147	0	3.34937485e-05	0.000246789502	0	0.000123546768	0	0.000118285919	8.3790328e-05	0	0	1.113015e-05	0	0.0001721424308	0	1.76989e-05	0	1.30003e-06	3.77643e-06	0.0002163385	0.000238247512	1.12214e-05	0	8.13601e-06	0	0	0	0	0	1.39642e-05	0	0	0	0	0	0	0.00022551798	0	0.00029533329	0.000211659452	0	1.24761e-05	1.936277e-05	0	0.000230378	0.00021686328	6.7089153e-05	0.00034231	4.648933e-05	0.0001738654372	3.837787e-05	0	0	4.13228e-05	9.33329e-06	4.67858e-05	0.000124242873	1.60429e-05	5.79902e-06	0.000137582466	5.6458775e-05	8.2299094e-05	1.763715e-05	0.00023283635	0	1.29271e-05	0	0.00016494146	2.03936e-05	2.06878e-05	0	3.54769e-06	8.81444e-05	6.36742e-05	1.33873e-05	0.000115294	1.60415e-05	3.29284e-05	3.35407e-05	0	0	0	7.472882e-06	1.2802136e-05	2.44475e-06	2.836335e-05	1.1117009e-05	4.25158e-05	0	2.393648e-05	2.60535e-05	7.3519232e-05	3.730796e-05	9.52124e-06	0	2.23459e-06
PWY-5972: stearate biosynthesis I (animals)	f__Debaryomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92022e-06	0	4.27613e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68031e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5972: stearate biosynthesis I (animals)	f__Saccharomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15864e-07	0	2.03356e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
