Pathway	Order	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY-6527: stachyose degradation	o__Propionibacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7429194368	7.1173202308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6527: stachyose degradation	o__Selenomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.2025713302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6531: mannitol cycle	o__Enterobacterales	209.9645182931	23.7127533924	26.6122843118	0	0	0	1611.6743695803	0	0	400.5124848648	276.1151951046	320.8653683148	57.0810055117	12.2024289067	23.7709646061	0	212.6858207498	805.9387315495	0	292.4178214907	106.8039512696	0	0	0	0	0	0	0	0	0	28.6776983105	19.8135899724	183.9694039297	0	0	7007.43471812	871.4667982972	10.7350256047	958.2126276691	1786.0946026274	288.2517968658	1905.7505507568	255.5616856771	77.1119881115	1341.2837601037	6787.1170421042	33.8332086051	200.437622602	482.5971369602	584.6023416971	0	1980.7362233801	0	0	134.4840602619	0	85.3883979625	39.9678632462	67.8905064143	27.65388574	0	0	155.3389532734	61.9269918499	19.8573882938	19.3624913837	196.3011657562	708.519110708	0	47.2127560457	219.6168043053	178.0314304937	368.6894487968	507.2608674287	69.4870968159	0	211.5478144431	215.256180358	0	0	0	0	0	0	19.3788831039	32.4459214615	1203.4720987367	0	0	0	0	0	0	0	0	0	25.8442959106	0	217.6027251461	754.8335504752	0	122.8393170133	0	0	10.9483892905	1546.7730701852	2721.7363062017	66.6253987731	0	0	0	0	0	0	0	26.0550860101	0	0	0	0	0	140.5286000482	2651.2617367955	0	3671.0241376271	3284.5094158721	104.7812521031	59.2874457013	861.2156983593	0	5473.397738732	1759.9575942235	1033.9330751118	6543.6581113603	428.5913209696	3691.7750205747	272.8940326566	0	2294.6873266591	1253.7695802824	0	1870.9753107367	679.4155525776	167.4725773299	36.5183538141	1638.3800823617	2276.3912926135	1591.3807605886	69.6442248694	2920.1599905435	0	209.6565580431	16.0805771789	1752.523636873	148.7959340312	285.5306582188	37.0829791105	2756.0816627821	859.2501505844	435.7529589453	193.193554382	1083.620099436	120.3635076033	326.3424606501	317.5869206817	6.5402974234	0	0.5503970639	0	31.8658098739	9.2549784408	182.5912480416	76.5573192394	286.9669676481	0	271.459937225	376.6364516645	656.8276787616	154.6266123144	64.9275759068	11.2907156877	25.1794421675
PWY-6531: mannitol cycle	o__Lactobacillales	0	0	0	0	0	0	0	0	0	28.6184421689	11.2295660623	43.2923213504	0	0	0	0	0	0	0	50.8363306446	0	0	0	0	0	483.617894357	297.2639110122	6.933591101	9.43781022	8.7017142249	0	0	0	0	0	0	192.6020609287	2.6336692658	0	0	0	0	0	0	0	0	0	0	20.2177407389	0	0	0	0	0	977.7651026993	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5138472224	0	0	0	0	0	0	0	0	0	36.014694154	613.2404281389	0	0	0	0	0	0	0	0	0	0	0	0	1097.6299394008	0	0	233.0069940058	0	336.0157408025	0	0	0	0	0	0	0	0	3.398308042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.7207825901	0	130.8774705172	14.7380378117	657.8003748494	0	0	0	108.546143611	0	0	4.8783846836	0	125.101173422	0	26.2139031503	0	0	268.208350841	0	115.2526760437	0	0	105.2282916638	0	0	13.1065983707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3145592903	38.8591348116	41.2135437181	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	o__Enterobacterales	0	0	0	0	0	0	134.9356089041	0	0	379.5248936352	47.4173240546	83.5724291469	0	0	0	0	0	55.8341932491	0	16.3721067165	0	889.4219192258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473.1759545249	56.1226669906	19.6601716708	917.2933565841	865.2068922138	0	0	0	49.8695916377	0	414.5076058388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.772497799	0	27.0277270888	242.9835334343	0	0	0	0	57.0439215343	0	0	0	2.1922280893	0	0	0	0	0	1982.2431930399	753.4056784079	0	171.408323573	0	365.9970541893	705.5828861184	695.7266245054	0	148.1071747771	29.3506368685	215.912091197	0	0	0	31.6460106913	0	953.1386881666	1217.6516710749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.0158178401	0	549.1061384384	184.2482855805	0	0	54.6632904203	0	0	30.8676689044	0	0	260.4601472388	0	95.111409533	0	2146.5648952712	371.8311304632	0	565.6922151233	34.6765886224	0	0	109.1099933372	786.5954045569	1094.484433554	16.4431777495	34.4721445361	0	0	0	0	0	0	0	2593.1951837451	413.4551458289	139.9088871463	0	260.8937303454	36.439082088	75.1340476661	36.8358595031	0	0	56.318577735	32.2454261675	89.1085807927	0	0	0	0	0	20.3260445941	42.3992186064	21.5924526645	34.670702934	12.7645428594	0	0
PWY-6572: chondroitin sulfate degradation I (bacterial)	o__Bacteroidales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7705491143	9.4597202864	0	0	0	0	0	0	0	0	0	0	0	0	0	37.6925879533	29.2830637492	42.7167280983	112.2993513076	88.9016992471	0	0	0	0	0	0	0	0	0	6.7438522296	0	0	0	0	0	241.9057095285	0	25.8018256513	90.9768553121	0	44.0893587854	9.3590652116	0	75.6733639569	0	0	25.4500425921	10.8766075394	0	6.8974010481	0	8.4155584048	9.925429591	0	15.7718640037	36.0059899385	56.0564267138	79.2192167075	41.2951307705	0	0	0	0	40.7800140411	0	35.4872791374	60.5518383095	28.4537637684	0	28.7657512142	64.4524264295	18.8032204414	6.3702054089	0	0	0	0	0	0	0	0	0	0	0	23.7305315466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.9380991281	0	48.2347240639	0	0	32.9741426473	14.6513480274	45.6490803706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.1339240505	0	0	0	0	0	0	0	0	0	0	154.3834652813	0	81.6136948839	0	0	0	182.5278802637	0	0	0	0	0	0	0	0	0	0	13.1650715433	76.6980834073	43.7551036004	40.7084231914	7.2420207088	23.3951271019	0	0	0	0	0	0	0	0	0	0	0
PWY-6588: pyruvate fermentation to acetone	o__Clostridiales	27.0935255376	0	33.6518776413	10.5894550419	30.7636115739	0	52.3188074155	37.7284463185	0	0	0	0	345.6047048261	220.7515451841	99.3799253153	0	0	0	0	0	0	0	54.5064502221	0	0	0	0	55.8459513484	70.953069243	62.8863014477	75.4809961122	7.7423777601	18.5548920654	91.2233933977	79.5055949223	0	0	0	164.3798384426	0	155.0412270603	514.7925955292	71.7117318114	238.6195090398	0	65.6234136061	0	0	0	0	38.3297075695	0	0	66.7586733695	0	237.2856651062	0	0	9.8689968688	5.486814939	0	23.0806815612	48.0652381025	0	18.0235202679	22.1565238579	23.8422801856	0	9.7421239544	8.7957534306	65.0166023191	6.1175724335	320.2597441733	120.5762513922	0	0	0	19.8601969408	0	0	3.4017328913	12.6679872144	0	0	5.7944901838	11.0792256537	41.6366428195	0	0	0	0	0	0	0	0	0	187.7240450157	0	86.8966414524	47.8252606504	134.5317636994	143.3114592609	84.1371234897	0	12.7539457902	0	0	0	96.5611788465	86.7691223211	26.038581168	59.7080115743	46.1917944016	29.9125182243	0	13.8610561246	71.7884298605	14.7579727403	19.841622718	178.9156531007	0	321.0394729413	0	86.4959617435	0	0	0	25.1655921569	0	0	0	54.6773095572	0	0	0	0	0	244.2335262768	0	0	0	0	0	30.9078709312	7.6574993552	0	0	0	19.9542195403	106.3447104937	9.940782517	32.7894013156	59.2061522121	140.1245028695	74.4952087196	0	88.4899618505	0	0	0	110.7470715664	0	95.9271223406	0	0	0	0	23.5868799546	44.7709864266	0	139.5379675382	0	0	19.1882412384	11.8866169249	0	0	0	0	0	203.6041746512	37.2501364409
PWY-6588: pyruvate fermentation to acetone	o__Enterobacterales	15.996575713	0	0	0	0	0	0	0	0	61.5352289911	58.5137776265	21.4233387643	13.0893124073	11.940183398	0	0	0	27.9801706892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037.1461597757	165.3704841603	0	289.0635643834	0	0	925.5440513894	97.0463179735	0	17.5211564334	988.3507320422	0	0	140.3033438875	61.8892032839	0	465.8476298607	0	0	59.0238408854	0	0	10.19325391	0	0	0	0	0	0	0	0	0	27.5296916609	0	0	2.8600014591	0	7.3290357512	65.1890364757	0	0	0	0	0	0	0	0	0	0	0	0	98.8127915245	0	0	0	0	0	0	0	0	0	0	0	61.4983524791	271.8487925436	0	0	0	0	0	657.6907567719	882.2206012995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.469514351	588.7416013511	0	476.4518928114	374.1337906556	27.1336394155	0	233.1669139639	0	317.974020039	225.0571579409	156.9785611803	403.5492850031	75.330786664	195.9289711881	53.0305817326	0	0	451.6792095526	0	692.8788627489	232.4795019028	0	0	585.4639407257	723.8384270715	565.8018215098	22.2848635777	285.9400654776	0	0	0	125.879740299	0	0	0	0	0	0	55.8802524394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5282692864	45.8531001964	36.2651587501	22.8248025443	0	0	0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	o__Clostridiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.889238629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	o__Clostridiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2589423403	9.1575381921	0	12.8956985513	0	14.4133743115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.2219485977	29.4298381393	0	0	0	0	29.6432443663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.5410639922	0	0	0	29.7258065483	48.1748513676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2994505404	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2669570903	0	0	0	18.3705241688	0	0	0	0	0	0	0	0	0	139.9978715156	184.8592310107	28.7486998126	0	40.0811340195	69.6784004974	23.2174490406	0	0	0	0	0	0	0	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	o__Enterobacterales	0	0	0	0	0	0	0	0	0	7.092213967	0	22.2082159033	0	0	0	0	0	17.879406923	0	12.377138962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2182780632	0	0	0	0	45.6214689512	0	79.3907494977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2966491819	0	0	0	0	0	1492.6695647297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.5649836268	0	0	0	0	0	0	0	153.6943214557	370.7462744676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.7690324647	0	3.4899072787	21.8843472364	0	0	0	0	0	0	27.8177968928	0	3.9529367907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8284929018	25.7565437277	19.3116553106	0	7.6798974427	0	0
PWY-6606: guanosine nucleotides degradation II	o__Clostridiales	86.5521589347	197.093859233	195.2593612411	71.6858182557	268.9943760791	18.3958161474	35.1227726527	0	0	0	722.8746094398	0	0	74.0855317682	90.8550449296	37.7312765255	11.3531356637	0	20.5106833978	0	20.6636949073	0	13.8599429552	0	0	0	0	8.1680692791	5.5558171983	22.2630554564	426.1987789439	366.3001695287	364.5144339494	31.8849369941	0	0	0	0	108.1672233485	16.5342166964	73.3956499481	166.0571138441	55.3675771014	73.7216830477	53.5069199108	62.1081766056	10.9561646815	157.0890002127	0	0	12.6381043181	0	0	40.0369238221	0	106.220587469	41.4174715613	370.2263827195	89.6617085665	21.1167310211	13.2955195693	0	15.2877238465	185.7726848211	50.9894977927	0	43.2631745049	14.0267293555	0	0	113.9469821147	9.1943705643	233.7609738319	197.5655420134	14.6847937331	8.6157985838	15.83976632	135.3947721926	243.2824206057	135.4999706555	29.2850689805	61.9866774302	52.3683711267	21.5176340297	37.6920481658	59.3039990067	46.0055612217	16.8413082622	0	0	0	0	0	0	0	0	0	0	0	7.4837903037	0	0	89.2553168509	32.1382902813	8.7412838592	0	19.8640585321	0	25.9705052241	31.3527109218	0	0	0	0	0	8.9984379523	344.8052701097	0	0	245.5343286068	140.037762184	375.4901761308	0	9.2812371167	0	0	3.2761142208	289.3659510813	33.9012607043	45.3927023372	0	100.148462992	183.452263261	0	221.7340062172	0	286.2730485732	693.0642362003	0	0	0	0	0	89.7919156714	193.0417006939	0	0	0	29.4771755445	202.5333112018	104.1149411895	161.4799650328	332.5964512424	422.1186194744	61.0598992023	113.5469315425	90.7511549919	0	0	0	164.5506540693	0	68.8864245414	64.9041787122	171.6642322654	276.1203245506	293.0262084344	187.9357224387	209.2491893571	157.0680131799	102.0062026297	47.7668908535	7.5824209644	0	0	0	4.4805950873	0	0	22.6793134779	144.0454542713	0
PWY-6606: guanosine nucleotides degradation II	o__Coriobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4742534348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	o__Enterobacterales	121.1902910252	15.6531024272	25.7864394013	0	0	0	1332.656957702	0	0	938.3190358805	543.7894233029	589.498592557	108.4482267867	20.7977550883	40.1801082764	0	167.0309602036	865.0923230788	0	236.0657408917	182.0126941064	1636.0548287113	0	0	0	0	0	0	0	0	37.0898876175	0	141.3977331353	0	0	2310.555791963	295.3973110822	15.1107245079	1052.7139010864	1974.0545769951	225.5631261712	2136.5396571227	265.7543973065	135.0243006869	483.9043901982	7950.5336273146	24.4624962379	263.1305942339	552.9475807389	398.7390612673	0	2079.1724070765	0	0	60.1885147849	0	104.705534167	119.0161226774	164.4049151225	61.3302435143	0	0	212.6987959764	70.6642891451	102.5840454722	24.3047025224	477.1225676654	1594.6010208887	26.5833636252	167.7537791035	156.5626746683	317.8299601976	223.2671917644	460.3787935063	170.6692953769	0	196.7913480468	244.2196619842	35.6368925115	2107.9622696292	0	0	0	0	60.6086360291	144.00853344	2941.7497474578	0	0	0	0	0	0	0	0	1331.3348646643	11.7932828896	226.0749158486	17.2573705383	2036.9649973992	0	181.1157584122	0	0	28.2402208561	4038.5045161393	3907.2356501684	56.7881876217	0	0	0	0	0	0	0	52.3509331628	0	8.5276426762	0	0	0	43.0316862662	3433.8762188797	0	6244.0168850306	5566.3879280896	10.2564177711	50.3717455895	363.7772374637	0	6746.999065361	3365.4372105535	390.4818185947	8081.8552243422	113.6298699788	4361.8044512031	105.4630706587	0	0	809.9018350367	0	1197.2123144888	571.7571288738	166.4987487311	37.9015641774	2024.6170295052	1623.9658464777	2011.0319722424	222.4814104334	3943.0800402346	0	243.7572282837	18.5288922557	2187.312230026	0	259.7238925062	26.2335819581	88.0342554509	1286.7628552638	917.281702871	146.3363855372	1319.395592679	272.3428672473	403.8445649879	334.5878517226	0	0	38.5216245287	55.3561397486	172.2412252302	6.1633904611	242.6225021682	98.8828937066	244.8439911853	0	272.1883265068	289.8296939378	802.9880441755	113.3823436985	54.6320058139	0	13.307399143
PWY-6606: guanosine nucleotides degradation II	o__Lactobacillales	0	0	0	0	0	0	0	0	0	64.1217453782	98.9464739651	5.592428879	4.7799798123	0	0	0	0	0	0	207.8839210935	0	0	0	3257.4511379992	1285.2401791849	255.3788661937	429.1327693686	0	0	0	0	0	0	0	0	0	229.772259963	25.3675772746	0	0	0	0	0	0	0	0	74.9495974324	0	39.5779642914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.4385143792	35.9356161726	8.8169198452	11.644494678	0	101.1916070116	7.6066458124	0	10.8785944753	10.4752834788	0	0	0.7121394006	13.624717321	0	0	0	0	0	0	0	0	8.0475320611	93.6039531845	4.0618785227	68.1185859481	0	451.5520082691	155.4017401381	16.8874812832	0	4.628195755	0	0	0	0	0	0	0	3.1946615313	5.5870748993	0	0	0	0	0	0	0	4862.274148808	0	92.7742833107	0	0	0	0	0	0	0	37.1562644217	10.5472431969	0	0	0	0	129.9649200614	0	0	32.7486552017	0	849.483616328	0	0	0	0	0	0	5.5870937633	21.4665370323	0	6.0775600085	0	0	6.0292791233	0	0	18.5221704525	0	0	0	29.0534351968	0	0	0	0	0	0	0	0	0	0	0	0	9.5760965542	0	0	0	0	0	0	0	20.7943384153	29.9845308257	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	o__Veillonellales	0	109.4304661657	0	14.3934255129	115.0014654531	0	0	0	0	0	0	0	23.0041959552	0	0	0	0	0	0	0	0	0	94.9589384615	14.5638091501	0	12.1504979385	6.6524682764	69.6521180087	109.4915897986	28.8917573327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.0287464348	0	0	0	0	0	0	0	0	46.9083752167	0	21.0502788732	51.3656460847	0	0	22.9477210434	23.2507075165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689.5786739235	0	87.2788267814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3437788925	0	133.7552764051	0	0	0	0	0	0	0	0	0	0	7.6129344574	0	35.1508515816	0	39.8354785887	0	0	0	0	0	0	0	0	0	0	0	54.6168330216	0	43.1228495045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6607: guanosine nucleotides degradation I	o__Clostridiales	34.5159683764	0	51.8227450885	11.8702870452	0	8.5387591946	14.5587607141	0	0	0	0	0	0	62.3009831569	3.6465302458	18.9583652994	7.4752154855	0	11.7328978209	0	12.4334557643	0	8.2925793392	0	0	0	0	8.1680692791	5.5558171983	17.435656441	0	0	5.1420568821	11.1165139582	0	0	0	0	41.1147822735	7.592627276	18.6873796342	45.0022271341	19.5264709096	11.4981426202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3312847341	8.9655436265	1.3290733756	0	4.057685486	0	0	0	0	0	45.94428494	36.9523003126	0	0	0	0	20.42148736	135.4999706555	9.8924230969	22.3267178197	16.9272477108	5.5688425799	9.3880278616	7.9347213531	7.1519515212	0	0	0	0	0	0	0	0	0	0	0	0	7.4837903037	0	0	0	0	8.7412838592	0	19.8640585321	0	0	13.8692573883	0	0	0	0	0	8.9984379523	201.929673022	0	0	127.3611487444	103.2491009106	188.0819343985	0	0	0	0	3.2761142208	43.1561381823	0	11.9384266819	0	39.4808266746	26.2770679589	0	38.9456911039	0	8.1183880805	145.8509358063	0	0	0	0	0	56.5287391911	28.4324732504	0	0	0	15.5168204703	48.0105780011	63.5416335147	57.6471472145	5.358202072	17.5967583327	16.2120082405	27.2289181868	11.4602642343	0	0	0	25.2530659665	0	10.7934584125	37.1164922222	4.5980304142	126.6010428739	165.8687371215	19.8141337162	0	52.6961651999	56.8827174565	17.6566700371	0	0	0	0	0	0	0	0	11.9255012336	0
PWY-6607: guanosine nucleotides degradation I	o__Enterobacterales	0	0	0	0	0	0	0	0	0	7.4839637978	0	29.5846970279	0	0	0	0	0	17.0819873118	0	10.767883965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1046951447	0	0	0	0	38.5527855253	0	78.2487578197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3306850522	0	0	0	0	0	1507.989196941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.5246052299	0	0	0	0	0	0	0	153.6562392292	321.8753470378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.4394775503	0	3.4959965727	22.0111798903	0	0	0	0	0	0	23.7567576694	0	2.7168199008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1200541951	26.3252810462	19.2965305761	0	6.4755530251	0	0
PWY-6608: guanosine nucleotides degradation III	o__Bacteroidales	0	0	36.6097149657	0	0	0	0	12.8449404824	0	0	0	0	0	0	0	95.4464219258	27.6236471319	0	7.1395076239	0	4.1414757434	0	36.1091043915	0	0	0	0	56.1727279996	28.6342433839	92.8277256773	36.780135993	92.2168022132	7.4299735205	384.4188347635	209.0525881495	0	0	0	16.5532246218	0	14.7560102759	0	47.5866751311	29.0129227069	17.7342621793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.1868241913	20.4796387605	0	14.4093704205	26.6747961494	82.4904923491	80.1898540042	103.1409067693	0	0	0	59.050125743	8.8381890414	0	101.5810003753	195.2359288884	57.6539363278	25.2984482799	88.3243771818	185.8577529767	17.7608553275	80.649732777	0	0	0	0	0	0	0	0	0	0	0	122.5884476364	0	0	0	0	21.8001348423	0	0	0	0	0	0	45.2705614622	93.4428807711	16.6875092924	34.1526886681	60.8137158649	80.1084312926	12.7040407735	6.2213567925	31.7630852493	18.0918446052	91.6488863958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.8477895655	0	0	0	0	0	68.4720018596	0	0	0	0	73.2618872757	0	170.7757150922	30.2115744761	0	0	211.8226699371	8.4387870342	0	0	0	0	0	0	0	0	0	335.983540249	54.1610155809	7.1580943043	30.0046573021	30.9247145917	0	0	0	0	0	11.2393177264	29.7679481903	0	0	56.7731146631	443.5764122638	92.2133402358
