Pathway	Kingdom	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5029380548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I	k__Bacteria	1907.4251628417	4330.1924312593	2641.8840738379	2806.4342756093	3377.8849610895	7233.9900832834	3630.4545278488	4018.9265847375	5236.9069106454	5311.6691679495	5688.5366448702	6202.660543886	4629.6369385398	2092.0134652721	2815.2366416986	4210.3313855857	3500.4453993025	4857.8006457065	3684.3975333471	8189.0092168408	3299.7614704161	12469.4919492814	2732.7393088691	7506.0545990589	5673.7010879786	9325.560331808	7444.3834158471	3338.9430128663	3414.8068736894	3884.6946176717	4149.8822662112	3642.2033655353	4645.3132435912	2680.3939544588	1767.6464678444	7844.9860854761	7856.64490963	7924.1531893796	4245.7715384621	3297.1565100446	2954.8285609849	4193.5701485175	1550.7325052326	4745.3997156519	12933.2291026766	9753.5766325684	2775.5574091562	5057.9073998984	6388.874946221	8240.6049979275	4732.6579057217	7631.3341616885	3412.0728675436	2256.0795021857	11204.3659002423	4256.0045544248	3775.1810892081	7318.4070152373	6427.1702119292	4747.0739337613	5099.5361213547	4745.6569816644	6129.8401481494	4805.8470451186	4642.741179538	3217.5026195846	2990.7916253755	4475.0470135171	7404.9705367428	4856.0958809722	5213.3629294354	4261.3669603467	4104.9927606749	4071.6237513251	2827.4219693561	2843.3444220773	5389.7356875487	8243.9177466307	2519.717171138	12292.518920241	4745.8943780015	4880.2621585176	6589.7169038848	4973.7941167168	4274.2392075431	4429.4961392942	5134.2634988312	3973.1283993593	3750.8275620921	6158.808550837	6617.6652766858	6506.5928532285	3613.3766605694	5448.9166386034	6386.9757676827	4848.2267035644	4766.7855347404	7843.9378167792	6789.562768569	5684.3911129806	4985.1968860611	5631.2424158618	3036.2361454279	3176.1252656014	3777.0460806206	7950.4432249075	9645.555635568	3496.6947081504	2320.257675538	5133.0941799432	2564.949126369	3627.0214850756	4366.0005954993	2403.8882705516	5509.1826423185	3840.780327948	4828.4558171961	2459.5791137612	1642.2807212252	2534.3889865359	2868.472183741	4168.6871022539	7908.5296041892	4328.6646566822	6793.9604130982	8458.5766763026	6999.4882420354	3177.6030669258	12687.2617053839	3757.3674621392	6009.2906865576	4787.9727170277	6039.2340170917	4995.3362724141	6368.0672686866	6313.780416433	4633.8209061634	2959.4849526527	3238.0188700017	8561.9792117448	8867.4903719827	6500.533595091	9213.4483335369	3377.9101509485	3889.6548710613	11454.0086408881	6587.977949863	5937.2813580706	4190.8839045138	4633.1978389081	3921.8464531187	4194.704410617	5743.8437052786	4647.6312023635	1790.3136067255	3150.9862724626	4105.6568651192	4172.4898919957	3995.1365742436	2283.6039660457	5583.4105200471	2999.5003148321	3129.4805784459	2372.878125057	3714.3962173631	5111.1682689859	3696.5162197283	2156.852374503	3234.8133551377	5486.8883482257	3111.9431259113	8523.5872862852	7043.2097420801	2713.1104775529	4314.1157022432	6849.0082455905	6242.6454145671	7105.5628526025	9953.0197550748	4683.6551085506	3681.0246825346	5101.2959615678
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)	k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9243215755	38.6193842429	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6016104702	0	33.1721350858	49.5175823604	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	k__Bacteria	3958.6283736375	4935.4972970466	4529.2616463223	5541.0344098504	4762.5415227188	6928.8803576391	5366.3236639697	5453.4987724526	4833.6387054804	4801.6410498241	4655.6054963401	4510.6733860519	5212.7612241496	2965.342276567	3766.1427579886	5196.9715951221	5011.5569757754	6673.255403974	5651.2119990096	6530.2941894421	5155.1821712695	8510.6591018023	4278.8723210505	5905.7026664473	5377.6220826525	6798.5536968218	5487.653202625	4247.313285437	4471.5861934437	4703.4705367545	3927.7450936949	4649.3117415589	6092.1970280692	3825.9859549726	3287.8858298161	9673.3430938428	5282.3138189341	2620.148056895	5655.1456358177	3924.148217649	4349.2553434739	7094.3310308096	2416.3594392017	4523.2853126277	11640.2403326038	9599.6265548067	2624.2254094298	6169.3935379972	5328.0958267939	6912.2359851524	5068.4898671202	6956.3270677582	3840.121673771	3983.3567380819	8665.8279910548	5687.7148091783	3966.6777906373	7252.4331587103	7714.845123928	5299.1847437727	4743.123638062	6855.0236247115	6576.5335906554	5176.1724661527	5889.1403654772	3910.7686314782	4145.458662851	5259.5517784855	7529.105513161	5589.9996235936	2130.0563983942	5112.3570216899	3207.6856682707	3575.6623803857	3839.0392730909	3851.7123726137	3105.2711462727	6328.4643340241	4494.4020565925	7943.1502312337	6118.8881656165	6466.2891419353	7437.8357699668	5471.2165123242	5030.4154998045	5481.8774088639	7080.086386113	5109.5636951848	3517.6191604942	5473.745852241	3566.2000499781	5282.1976313143	1742.3262587303	4680.1934402947	5442.6840649125	3420.2597887836	3525.5682176156	1174.7150839891	1922.2823038358	7350.2937655328	2066.5385953143	4005.0329090394	4792.523663676	3134.9301347667	4561.8438228315	7146.806428145	8977.6259393353	4961.899698059	3752.9496167046	4441.8838494046	3481.5812830635	4760.082690039	5692.4190555192	3344.421220515	4165.14016531	4882.3617831556	5498.5794245544	3433.2420414265	2950.7485456145	4613.7969552595	5309.2529921483	4908.8656343031	7428.8683626525	5452.691257856	6812.1626291388	7890.4903459632	5490.7619708804	4223.3175886079	9177.5829873442	4019.3864602472	5827.8676634858	4279.7183196823	5898.2042432913	5076.3066728495	6209.4067319197	5346.4739032694	4422.0403275927	4820.5277654314	4416.1920679667	5773.0909901649	5426.148546803	5359.8693033503	5559.9523305944	3049.5558618489	4319.9984656468	7499.9740562658	5405.6066971462	6616.9913679565	4199.3584858653	5498.4996752056	3271.5170255416	4563.6991030883	7666.8034373076	5781.8777814301	3246.6980504184	3120.0061259807	5322.5427015216	5450.5376867662	3922.845165839	2695.8837194508	4267.9438194105	3434.2562138578	4384.9902193876	4094.9221752715	4463.9471121926	5061.0164674502	4863.7153788272	3643.9800447066	4061.1463484643	6947.3801506802	4328.3964994503	7173.9944758597	5942.2190217848	3709.302022161	4948.4078591889	6856.051465677	5464.3481951703	3592.2807238014	7272.0052361172	5047.4575794493	6084.52267862	4967.5420288373
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7569990226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.7883596748	0	35.0557180127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5307589199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6165: chorismate biosynthesis II (archaea)	k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.6976503209	43.9995487745	0	0	0	0	0	0	0
PWY-6168: flavin biosynthesis III (fungi)	k__Bacteria	63.7131436675	0	0	0	0	0	66.5224555919	0	0	367.8521603132	215.5377486435	265.1840517513	95.2186461118	7.1075546069	14.6746924608	0	2.8160826615	247.0241531755	0	95.1295493708	80.540130127	531.8019290874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.9761055548	696.8595756336	151.4664941815	370.224281383	0	0	281.8630237906	1517.6239364407	13.5455598135	99.2127662347	215.044273403	218.6446351822	0	963.3868670823	0	0	0	0	41.7243225921	21.2972394668	77.2627838328	52.4909455004	0	0	145.4811665621	28.1237654415	27.5836160827	0	242.9088491711	943.2525307323	18.0499249633	74.9832519877	63.4436179985	224.2221360484	169.8838156205	230.7858848415	101.3077505139	0	103.7436845521	111.2034575914	0	0	0	0	0	0	0	0	1540.8841575347	0	0	12.6830487801	0	0	0	28.4972565733	0	0	0	0	0	599.1486251237	0	0	0	0	11.2694196311	1722.4985459307	1893.6228658025	0	0	0	0	0	0	0	0	50.4632154964	0	0	0	0	0	0	1437.8091741831	13.5248145335	1789.0269851432	1546.2720495264	0	16.5104312145	0	0	1196.5807854435	906.4242250373	255.0902414518	1442.8004036069	103.7488399092	774.5713460429	84.5713954317	0	0	0	0	0	262.0757434802	73.9941935582	15.1484494645	568.4229775313	14.7395801444	0	44.4383325405	1129.0430490016	0	0	0	174.3403754504	39.9842334906	0	18.1745881879	0	18.1625710812	56.4969600992	9.3473904447	110.975640013	41.536653508	0	0	0	0	0	0	0	0	109.4319717651	36.3966094488	145.0446650601	0	127.3433203612	103.3384338978	245.7321674588	87.8637814354	4.8525883333	0	0
PWY-6182: superpathway of salicylate degradation	k__Bacteria	0	0	0	0	0	0	0	0	0	170.0695288909	9.8680454366	9.475845579	0	0	0	0	0	125.9439975205	0	39.1989275154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2221.1322116736	295.9808309312	8.0001245448	0	0	0	0	0	0	584.1067640827	0	0	0	5.6023934933	211.9625202297	0	299.6520985997	0	0	76.3682130508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.0442756366	0	0	145.7190719012	0	0	0	0	30.4848731975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954.9505368449	0	88.8424932339	84.0654600162	0	0	0	0	0	0	177.3925677211	984.7997161955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.9308010461	817.3167319247	0	125.7041288005	166.7662262329	48.0001374415	0	325.0806633881	0	0	0	111.5162124877	0	75.066131682	0	47.3675488874	0	0	583.2095453153	0	930.5530464744	0	0	0	0	1031.001118039	677.7736865376	0	0	0	0	0	0	0	0	0	76.1102124403	0	0	0	0	0	0	0	0	0	28.8232855276	0	0	0	0	0	0	0	0	9.7657560678	8.6582174426	7.5510039492	0	0	0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	k__Bacteria	0	0	0	0	0	0	0	0	0	246.0147463518	22.0539128142	29.9056328484	0	0	0	7.1874052317	9.5624989424	98.1256247676	0	25.3043878577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629.8033691368	251.7667073937	9.4988986085	0	0	0	0	0	0	573.7338601339	0	0	0	0	204.7927207498	0	291.9024262643	0	0	34.2041780327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8663798443	0	0	66.1143142548	0	0	0	0	56.7503224161	0	0	0	0	0	0	0	0	0	1942.235963082	728.5070941784	0	195.2274346075	0	331.1888015939	689.2550979549	1763.148686522	0	190.202305496	62.1138079094	0	0	0	0	28.0134224353	0	189.4634506272	1006.1690553623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3739332309	706.583569146	0	305.495627884	204.4393290734	22.107177574	0	301.9887387886	0	0	0	68.1356790493	0	36.194168359	0	34.7780034957	0	1407.2529555169	548.4451085329	0	864.3986247566	0	0	0	39.5086637971	766.9682496025	506.9352111915	0	0	0	0	0	136.5351831018	0	0	0	1765.3703071587	108.2392338362	0	0	0	0	0	0	0	0	50.1736398797	0	0	0	13.6223761355	0	0	0	5.1621212601	11.5406707367	24.6554635403	6.3539938666	0	0	0
PWY-6210: 2-aminophenol degradation	k__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2322886374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.9053394968	0	0	0	0	0	0	0	0	0	0	0	0	8.5262456962	0	0	64.2729997695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.3974867595	0	0	0	0	0	8.5445805935	0	0	0	58.2418645195	0	47.6460678767	0	14.256896884	0	0	0	0	0	0	0	0	0	22.2900329992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6215: 4-chlorobenzoate degradation	k__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9487188135	0	15.9889735489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.273233002	0	0	36.6153553247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.0516859152	48.9136762335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.2674567656	0	4.5500234386	38.232041891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5584625679	0	8.0405767164	4.7722508454	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)	k__Bacteria	396.1495948713	1402.7612779131	318.9681199241	359.5000445881	503.256346836	1988.6771351597	2370.9527855083	724.7892096301	4360.4388892466	1622.2051643433	2986.5237880684	1636.5035306041	1283.2607600129	630.2216536574	1441.5951667469	956.4030839816	1071.3599047042	3005.7198823621	664.7140851526	6234.5942890307	311.663972862	6724.3314645469	106.4369460315	4760.4621612752	5019.3691274809	8818.5354724747	6900.9189010468	121.1564643319	295.8683634968	197.7234556009	474.8062786945	479.0478767751	923.2103321623	640.9083353056	379.345232475	11828.6170378608	1862.8053366503	323.5281751331	1833.4062081884	1951.7478647694	1764.6498671691	2106.9246938233	405.2132021174	1744.3757798644	5333.2466887675	7453.0403811443	507.6845477087	522.5260298581	2601.0632974532	3562.1781194289	463.6400993574	4203.6425596102	136.789198452	278.612919989	2933.7786944253	919.4832323539	603.7405892316	1650.3820970634	891.4728427156	957.2956987115	356.1529840638	652.9440475976	1542.5098780386	1134.6669886509	450.7116422671	479.147277842	766.7107705421	1460.2809271983	2366.9559268589	1396.1081948405	434.1788663739	1377.3032715826	634.4278678399	1002.6973822111	687.6116303153	872.6112036514	574.3871750791	1260.3965108985	134.1747525828	1777.8991208615	864.900148967	1219.1435316224	1589.0069802058	942.80340039	920.073953644	937.5849975005	654.5383802718	807.9246592053	2721.83101271	3142.4806212002	3658.3799364983	1324.2994282341	0	2027.3442278277	1489.8652719184	941.1246707201	341.4621180245	358.6603408556	828.0554790515	469.6223957104	477.9060945744	1603.1020465541	1409.2124529292	849.0505131424	147.7235214258	1393.6763467019	4469.5092118011	620.5695200263	1218.8987099099	411.4743077244	975.7008345969	31.6377587413	29.4162372446	27.4568703419	3606.3677652281	73.0268634078	713.3426477396	111.1978993489	329.7380637844	593.9329446599	143.4989394488	1109.023924919	4740.5317278518	438.6053367036	4156.9457690306	4183.8758727648	1863.2735900561	389.0924965121	6617.8359326543	1150.1968122543	4591.4029634365	2322.825740224	2847.9977916602	5101.2221343752	2911.1078047563	3235.839120932	1459.6386187839	1315.5139516611	4338.7981216571	4568.2817015228	2008.6215824304	4763.4379308962	3556.0031692678	483.9254007936	1656.8140510998	4740.4802912703	4789.3024740471	4163.4666373446	1639.0639001048	2882.6245918439	1148.3150117491	749.692852786	2321.0789307901	2217.7218174666	740.5449004105	376.2254663874	506.1194801617	5276.5637964342	2139.0661405251	444.2038334414	1547.5555033332	1503.1286632882	351.9735665148	546.0102238424	719.9799731952	838.2567280398	214.4629950072	172.5793180516	383.7128698082	662.9610953985	181.8768704634	2317.0595321912	1963.2065151215	413.4742918031	7.9412700124	2380.2788916151	1614.0929659978	1990.8652973082	2501.5250540342	730.9431943644	389.6265318356	927.5848279054
PWY-622: starch biosynthesis	k__Bacteria	0	0	0	0	0	0	0	0	0	0	0	3.1442809385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.1293586137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.7778352924	0	221.1421691048	0	125.0278064758	1000.6827605802	315.468154268	0	0	0	2.2376598631	457.6805692594	406.3889279286	0	756.4812402485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.945250873	0	25.0007295252	0	0.8067653121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.457604585	18.1568916303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6270: isoprene biosynthesis I	k__Bacteria	93.3037456129	393.7803986506	199.950378297	696.5829493569	509.7918685067	223.6741987243	1080.4961125427	494.806718555	3822.1398083009	730.8289747204	327.051602947	478.1760611325	86.0436909716	429.3321308875	477.9986933839	1396.6400557657	334.3873565328	653.5079064521	1175.2928771259	223.9302493491	914.1654127821	714.0890272544	234.2402801005	0	0	0	0	19.6772152406	12.3103395535	96.4528522947	492.0612617769	726.4268646423	997.5001470012	542.5056710368	382.1748034363	5057.7767954624	692.7429698567	0	961.3197816719	663.5494081674	365.2440855763	2069.514410595	503.1333751276	712.1668846112	1064.792482796	4884.2264909178	349.1935715789	1085.1318273507	228.1921026339	440.6529836686	771.6685122895	1119.7523864633	528.8149891213	668.0014013917	215.9135617312	776.3091135634	528.9553877098	427.6898120255	1315.7898098219	888.8149268486	590.5859292758	840.8563184607	1048.8973865316	433.3609776147	1211.1806540877	826.6092494143	511.6036084623	860.2714417695	230.8287234692	486.6590208689	447.204194171	506.4851458261	785.0918601116	771.1691730709	113.5425209628	350.4339332444	587.2509574541	1148.5808064337	980.8800411682	854.6929251413	1147.0339009731	1493.1614291764	1649.6809802438	1000.2272401735	983.5159240228	1046.8608086065	1705.7521157963	1169.0546204284	2182.9746887606	3084.9049586602	0	997.4577887171	0	1041.4802440193	1232.5036941037	1321.4565956947	94.9331933631	207.1460887514	266.550194976	1866.1031380145	233.2638228457	169.7012087945	657.2268439973	39.334909076	31.524163747	1765.6153578709	2631.169155341	50.4864903689	504.1389936847	57.4635253023	40.2443023179	20.6290401133	66.9782761937	11.3486925076	214.6444419775	40.359233124	1535.5227169928	7.8837384273	51.0544041199	858.2170897383	1606.2423767866	948.0789035593	1997.7159512909	1368.4552915745	2280.0058782127	2054.0526763193	126.626359512	876.8958907279	807.4683167138	909.5373149573	2893.3013732998	1193.2301798855	1758.7533855994	3355.1952045875	2149.8323779448	1834.3479745361	1343.3494450692	1428.9286915535	0	1339.6870446669	71.0312975592	1988.1250232231	843.962598059	453.5457804647	1358.6303957668	959.8166912912	2340.2159606391	2156.3715355938	485.4210253964	1581.6704355633	551.2943405736	616.6458895458	1405.8063401429	1653.4257616129	897.3611783262	577.8057236217	1808.6198222863	141.4850064579	610.2940811663	509.4654267615	415.4746798011	892.10003998	1119.3735177656	1133.1463375915	746.1450535101	1431.1804230909	2168.5937572201	843.7958275866	659.5046400377	976.3053593213	828.6772700001	78.5655061806	97.7868750291	387.4697054135	402.1584015449	312.9914584057	429.2572913272	354.2712617429	150.8793714403	530.338570989	834.0154258701	329.5897583057
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.0475862724	63.5192680173	0	0	0	0	0	0	0
