Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	unclassified	0	0	1.84543e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3709e-07	0	0	1.79135e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16816e-07	1.13979e-06	0	0	0	0	0	0	0	0	0	1.3495e-07	0	0	0	0	0	0	0	0	0	0	0	3.87046e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87321e-07	0	0	0	1.46498e-07	9.22874e-08	1.48373e-07	0	0
PWY-6328: L-lysine degradation X	unclassified	5.21493e-07	3.0171e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56198e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.71781e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14637e-07	0	0	0	0	5.02936e-07	0	0	0	1.88119e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36567e-07	1.14528e-06	0	0	0	0	0	0	0	0	0	0	0	1.65885e-07	0	0	0	0	0	0	0	0	0	0	2.97358e-07	7.71323e-07	0	0	2.57687e-07	0	2.66651e-07	0	0	0
PWY-6353: purine nucleotides degradation II (aerobic)	unclassified	4.03076e-06	2.07937e-06	3.36712e-06	1.41346e-06	0	0	5.09532e-06	0	0	2.545e-06	2.11465e-06	2.56782e-06	4.36275e-06	1.82742e-05	2.02987e-05	5.86455e-06	4.53726e-06	3.19985e-06	7.04722e-06	2.5672e-06	3.86227e-06	1.0398e-05	3.43573e-06	0	0	0	0	0	1.97068e-06	7.11229e-06	1.40683e-05	1.88836e-05	1.63311e-05	0	3.74076e-06	0	0	0	1.75844e-05	2.50079e-05	2.02885e-05	8.59376e-06	1.97522e-05	1.86606e-05	1.26598e-06	1.34615e-05	6.63397e-06	4.25987e-06	7.65162e-07	2.17246e-06	4.82356e-06	8.2016e-07	0	7.15045e-06	1.21394e-06	1.0625e-05	1.99302e-06	1.32177e-06	2.74586e-06	1.60765e-06	0	3.63135e-06	2.98183e-06	4.14495e-06	3.07589e-06	5.8568e-06	1.03219e-05	1.06926e-05	4.73369e-06	9.79508e-06	6.8455e-06	1.51228e-05	1.25245e-05	6.43412e-06	9.0557e-06	3.21784e-06	9.49726e-06	6.05263e-06	1.9081e-05	0	4.00985e-06	9.50381e-06	5.17797e-06	2.433e-06	1.01056e-05	1.18279e-05	5.29729e-06	3.32211e-06	0	0	0	0	0	0	0	0	6.25982e-06	1.1486e-05	1.29988e-06	5.2409e-06	2.18699e-06	4.37466e-06	9.4067e-06	2.51019e-05	3.87353e-06	2.5631e-06	1.51686e-06	5.08562e-06	1.9052e-05	1.10848e-05	3.31507e-06	8.20928e-06	1.09527e-05	5.36739e-06	0	9.26785e-06	3.55593e-06	0	1.0554e-05	3.90923e-06	3.58221e-06	7.97478e-06	1.6931e-06	0	6.19236e-07	7.66231e-07	0	4.27042e-06	1.71979e-06	0	9.87481e-07	7.07977e-06	6.19791e-06	1.58641e-06	3.5605e-06	6.14578e-07	6.10893e-06	1.34307e-06	0	7.56255e-06	0	1.00987e-05	1.41656e-06	3.91846e-06	7.05186e-06	2.28306e-06	1.2156e-05	2.10515e-05	3.37365e-06	3.16898e-07	1.70438e-06	2.7795e-06	2.35339e-06	5.76283e-06	7.65044e-06	4.23319e-06	2.87348e-06	2.43783e-06	3.74051e-06	7.90716e-06	1.27493e-05	6.26836e-06	5.9875e-06	6.61527e-06	5.23591e-06	1.92041e-05	1.14713e-05	1.84253e-05	1.27953e-05	6.97546e-06	8.54307e-06	9.97261e-06	8.05499e-06	7.12876e-06	9.39835e-06	8.11358e-06	4.66228e-06	3.47156e-06	2.71232e-06	7.32005e-06	1.16734e-05	3.03205e-06
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	unclassified	3.41555e-05	2.41624e-05	4.17897e-05	2.06224e-05	1.59285e-05	1.21103e-05	2.63897e-05	2.16997e-05	8.27571e-07	4.4165e-06	3.91143e-06	4.48359e-06	2.94368e-05	9.39138e-05	0.000104078	2.11261e-05	1.35713e-05	9.43249e-06	4.67889e-05	3.2238e-06	2.28662e-05	1.08847e-05	7.95912e-06	3.73918e-07	0	0	0	1.11363e-05	1.24629e-05	1.75145e-05	6.02262e-05	5.36844e-05	4.04592e-05	7.50236e-06	1.25508e-05	0	0	6.60576e-06	5.56819e-05	4.76968e-05	3.18716e-05	4.95435e-05	4.71766e-05	4.27077e-05	2.15734e-06	2.7477e-05	0.000188425	3.65288e-05	1.90285e-06	4.39851e-06	2.3693e-05	2.13305e-06	1.26829e-05	1.88386e-05	2.7968e-06	2.77438e-05	7.39025e-06	1.59491e-05	9.49849e-06	1.01005e-05	7.66648e-06	1.52172e-05	1.12027e-05	1.82343e-05	1.91324e-05	4.22206e-05	7.8271e-05	1.78855e-05	1.62422e-05	4.07123e-05	3.40791e-05	5.45259e-05	4.87617e-05	2.52706e-05	4.66827e-05	5.80594e-05	1.3643e-05	1.2776e-05	7.53836e-05	0	4.28762e-05	2.96134e-05	3.62366e-05	4.53398e-05	6.01207e-05	4.94893e-05	2.4575e-05	4.22068e-05	9.73342e-06	3.15777e-06	0	7.91477e-06	0	8.14537e-06	5.96179e-06	0	2.14396e-05	6.47561e-06	2.03785e-06	1.66639e-05	9.93185e-06	3.45401e-05	3.56925e-05	0.000186486	2.37076e-05	1.13799e-06	2.65996e-06	6.41112e-05	6.22634e-05	8.7057e-05	0.000127011	7.18123e-05	4.06589e-05	7.74991e-05	0	6.19822e-05	1.38498e-05	0.000112168	9.98162e-05	1.41431e-05	1.14304e-05	1.82378e-05	3.15717e-06	7.71219e-06	1.91308e-06	7.12211e-07	1.68472e-06	6.84604e-05	9.51581e-07	4.89585e-05	2.61779e-06	3.41238e-05	4.36024e-05	2.75485e-06	6.1277e-05	2.73554e-06	7.6478e-05	2.69346e-05	8.92116e-08	2.05879e-06	2.56685e-06	3.12995e-06	7.21588e-06	1.44638e-05	6.02103e-05	3.83078e-06	3.79651e-06	6.49487e-06	1.663e-05	1.36711e-05	1.85308e-05	3.00423e-05	3.27479e-05	2.29869e-05	4.60154e-05	3.24535e-05	3.72937e-05	3.10579e-06	6.31565e-05	0.000166721	7.65283e-05	2.12011e-05	3.35549e-05	4.38997e-05	4.84778e-05	4.38845e-05	4.15845e-05	7.35427e-05	5.3244e-05	7.73364e-05	6.84992e-05	4.16462e-05	3.72438e-05	4.59726e-05	5.91482e-05	1.14743e-05	1.38292e-05	3.59677e-06	1.96427e-06	3.12523e-05	3.27172e-05	5.33298e-06
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	unclassified	6.05963e-05	2.55687e-05	7.21799e-05	2.94277e-05	2.18344e-05	1.24604e-05	2.64616e-05	2.58927e-05	6.65914e-07	3.61833e-06	2.97077e-06	3.34539e-06	3.01798e-05	9.97233e-05	0.000123574	2.46186e-05	1.59361e-05	9.23179e-06	5.7905e-05	3.06371e-06	2.82236e-05	1.01084e-05	6.51192e-06	3.68482e-07	0	0	0	0	5.2287e-06	1.75909e-05	6.70603e-05	5.70578e-05	4.64942e-05	1.15155e-05	1.73429e-05	0	0	6.4963e-06	6.0301e-05	5.10002e-05	3.47203e-05	5.15691e-05	4.77226e-05	5.84265e-05	2.03271e-06	2.84802e-05	0.000221285	3.84818e-05	1.13912e-06	4.45858e-06	2.80129e-05	1.66885e-06	1.25112e-05	2.98305e-05	3.19022e-06	3.52098e-05	9.37943e-06	1.80345e-05	1.62651e-05	1.77117e-05	1.0684e-05	2.04402e-05	1.33137e-05	2.28248e-05	2.36492e-05	5.12092e-05	8.63604e-05	1.80063e-05	1.86536e-05	5.15741e-05	3.82087e-05	6.17351e-05	5.45089e-05	2.7345e-05	6.70048e-05	7.6799e-05	1.72072e-05	1.5144e-05	7.66736e-05	0	6.15451e-05	3.56688e-05	4.39165e-05	5.1348e-05	6.66166e-05	6.02722e-05	2.78953e-05	5.61983e-05	1.07364e-05	3.15186e-06	0	1.464e-05	0	7.29404e-06	5.00662e-06	2.49332e-07	2.35123e-05	6.27922e-06	2.56034e-06	1.54323e-05	1.16467e-05	4.05043e-05	4.27222e-05	0.000185948	2.52691e-05	7.24458e-07	1.3635e-06	8.29038e-05	6.71428e-05	8.72082e-05	0.00014236	7.30502e-05	4.22223e-05	8.12705e-05	0	6.47637e-05	1.41901e-05	0.000112317	0.000108437	1.49334e-05	1.10329e-05	2.02276e-05	3.17665e-06	9.04835e-06	1.92809e-06	7.05727e-07	2.9597e-06	7.35894e-05	8.09658e-07	5.20041e-05	1.80241e-06	3.54075e-05	4.71218e-05	1.52748e-06	7.1562e-05	2.31044e-06	7.94137e-05	2.91519e-05	8.24328e-08	1.27324e-06	3.27941e-06	1.18686e-06	6.00964e-06	1.53341e-05	6.42158e-05	5.03712e-06	1.65364e-06	5.78525e-06	1.80608e-05	1.20749e-05	1.97707e-05	3.40345e-05	3.59708e-05	2.44959e-05	4.97674e-05	3.80295e-05	4.69972e-05	2.86805e-06	6.7714e-05	0.000170941	8.49862e-05	1.8233e-05	3.40175e-05	4.62624e-05	5.10265e-05	4.84574e-05	5.09276e-05	7.49463e-05	5.32687e-05	8.97375e-05	7.32776e-05	4.6148e-05	4.2127e-05	6.34529e-05	7.36103e-05	1.11725e-05	1.84727e-05	3.35434e-06	5.21036e-07	3.62445e-05	3.70652e-05	5.56432e-06
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	unclassified	5.92431e-05	2.48288e-05	7.13909e-05	2.82801e-05	2.12369e-05	1.22963e-05	2.64377e-05	2.55062e-05	7.4407e-07	4.09168e-06	3.67738e-06	4.20239e-06	3.2097e-05	9.62507e-05	0.00012067	2.38885e-05	1.54045e-05	9.33262e-06	5.26385e-05	3.03577e-06	2.77281e-05	9.27204e-06	1.32488e-05	3.27216e-07	0	0	0	1.03581e-05	1.2224e-05	1.77497e-05	6.24347e-05	5.41585e-05	4.24768e-05	1.02792e-05	1.71741e-05	0	0	6.08518e-06	5.80495e-05	4.95597e-05	3.32561e-05	5.20628e-05	4.82036e-05	5.22312e-05	2.01566e-06	2.83043e-05	0.000214935	3.92605e-05	1.6764e-06	4.11883e-06	2.87756e-05	2.02558e-06	1.19278e-05	2.90623e-05	2.56565e-06	3.34067e-05	8.15364e-06	1.71647e-05	1.3869e-05	1.54057e-05	9.73123e-06	1.82997e-05	1.19098e-05	1.98355e-05	2.10958e-05	4.58522e-05	8.31551e-05	1.75623e-05	1.73336e-05	4.95529e-05	3.53491e-05	6.01463e-05	5.28205e-05	2.68406e-05	6.37868e-05	7.11622e-05	1.62934e-05	1.3681e-05	7.51177e-05	0	5.69472e-05	3.41603e-05	4.16754e-05	4.8415e-05	6.25461e-05	5.30806e-05	2.72151e-05	5.47797e-05	1.09073e-05	2.96199e-06	0	1.14363e-05	0	7.8684e-06	5.52254e-06	0	2.2706e-05	6.07146e-06	2.09944e-06	1.627e-05	1.13028e-05	3.89038e-05	3.93626e-05	0.000201824	2.56402e-05	9.97299e-07	2.84228e-06	7.11936e-05	6.57526e-05	9.07281e-05	0.000133107	0.000102846	4.98443e-05	9.53426e-05	0	6.16924e-05	1.4491e-05	0.000116646	0.00011911	1.5454e-05	1.31677e-05	1.99188e-05	2.82407e-06	8.71471e-06	1.94748e-06	6.14916e-07	1.4434e-06	6.95145e-05	8.34317e-07	6.3163e-05	2.25705e-06	3.43558e-05	4.44058e-05	2.41309e-06	6.72295e-05	2.3844e-06	8.82957e-05	2.90205e-05	7.20072e-08	1.75611e-06	2.79879e-06	2.814e-06	1.05973e-05	1.5654e-05	6.14578e-05	4.83582e-06	3.35509e-06	5.83609e-06	1.757e-05	1.42754e-05	1.96084e-05	3.2531e-05	3.41814e-05	2.30401e-05	4.93509e-05	3.60519e-05	4.45181e-05	2.88886e-06	6.45067e-05	0.000171032	8.40142e-05	2.09599e-05	3.95937e-05	5.20898e-05	4.98866e-05	4.70272e-05	4.8712e-05	7.55394e-05	5.45947e-05	8.71704e-05	7.14581e-05	4.10608e-05	3.75965e-05	6.07928e-05	7.24204e-05	1.23156e-05	1.6479e-05	3.22654e-06	1.74491e-06	3.33887e-05	3.4853e-05	5.17435e-06
PWY-6396: superpathway of 2,3-butanediol biosynthesis	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47305e-07	0	0	0	0	0	0	0	0	0	1.10623e-07	1.4679e-07	0	0	0	0	0	0	0	0	0	0	0	6.15398e-07	0	0	0	0	0	4.30628e-07	0	0	0	0	0	0	0	0	2.76098e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72468e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21352e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18242e-06	0	0	0	0	0	6.82701e-07	0	1.62914e-06	0	0	0	0	7.29411e-07	8.44425e-07	8.31525e-07	0	1.02396e-06	0	7.35743e-07	4.78175e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	unclassified	0	0	0	0	0	0	0	1.81542e-06	0	0	0	0	0	0	0	4.66813e-06	3.01536e-06	0	2.41381e-06	0	7.07364e-06	0	2.22784e-06	0	0	0	0	0	0	0	3.1193e-06	8.93826e-06	3.32058e-06	1.85856e-06	2.78443e-06	0	0	0	1.34034e-05	2.08995e-06	1.76071e-05	1.25069e-05	4.84943e-06	1.61522e-05	0	1.88159e-06	0	0	0	0	7.99643e-06	0	0	8.21965e-06	0	6.46147e-06	0	1.9305e-06	0	0	0	1.90636e-06	0	0	1.12782e-06	0	8.05797e-06	2.32452e-06	1.41237e-06	0	0	1.93296e-06	0	0	2.28883e-06	4.69518e-06	0	7.86045e-06	4.48874e-06	0	0	9.12628e-07	0	0	0	0	6.69092e-07	1.79145e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03596e-06	0	2.3508e-06	0	0	0	0	7.63543e-06	0	3.8988e-06	2.24529e-06	0	0	5.1485e-06	2.00794e-06	6.09599e-06	0	0	0	0	0	2.18579e-06	0	0	0	8.76714e-06	0	0	0	0	8.7885e-06	0	3.84503e-06	0	0	2.44818e-06	0	0	0	0	0	0	1.16924e-05	0	0	0	0	0	2.66297e-06	3.57445e-06	1.10381e-05	4.47715e-06	1.01244e-05	1.71348e-06	7.94946e-06	0	0	0	0	4.38397e-06	0	8.91031e-06	0	1.27348e-05	2.05917e-05	7.64337e-06	3.57563e-06	1.35996e-05	3.64057e-06	5.6653e-06	8.67883e-06	1.2934e-05	3.66219e-06	0	0	0	0	5.62773e-06	0	0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19855e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	unclassified	4.22819e-06	5.8309e-06	3.44713e-06	2.62776e-06	2.26264e-06	1.92074e-06	5.91855e-06	8.80436e-07	0	1.05009e-06	2.14411e-06	1.37055e-06	3.83523e-06	7.92546e-07	6.05124e-06	7.37845e-06	3.80699e-07	1.15738e-06	4.04403e-06	3.45379e-07	3.99528e-06	1.36383e-05	6.06467e-06	0	0	0	0	9.21121e-06	7.42576e-06	2.22485e-05	6.85772e-06	7.58011e-06	5.2369e-06	1.14627e-06	1.62163e-06	0	0	0	5.28318e-06	1.47613e-06	4.81106e-06	3.01142e-06	8.45783e-06	7.7623e-06	3.68742e-07	1.52316e-06	2.65755e-06	8.43981e-07	1.32284e-06	1.89745e-06	6.96327e-06	5.91185e-07	1.28098e-06	4.29424e-06	0	3.89945e-06	2.69402e-06	1.51115e-06	2.38941e-06	3.68892e-06	2.04319e-06	2.42238e-06	1.89682e-06	5.67607e-07	2.24795e-06	1.69923e-06	6.66309e-07	1.35617e-06	2.46217e-06	4.66667e-06	3.16212e-06	5.6994e-06	6.35462e-06	3.62384e-06	7.79327e-06	3.4439e-06	9.25765e-07	3.50712e-07	4.13963e-06	0	3.09488e-06	3.91969e-06	1.806e-06	2.03113e-06	4.44966e-06	6.91795e-06	2.14431e-06	2.83147e-06	0	0	0	0	0	0	0	0	1.2475e-05	2.50453e-06	2.07132e-06	7.63933e-07	7.0201e-06	4.64098e-06	7.80021e-06	3.91194e-06	3.94729e-06	6.34447e-07	5.93097e-07	1.36879e-05	1.83403e-05	0	0.000108195	4.68708e-06	5.4451e-06	8.76079e-07	0	3.84247e-06	7.11597e-07	2.94507e-06	3.68089e-06	0	1.03092e-06	5.87514e-07	1.52113e-06	0	4.32861e-07	4.73484e-07	0	2.19802e-06	2.91269e-07	1.66808e-06	1.70677e-07	3.44407e-06	4.3366e-06	0	2.01591e-06	1.90887e-07	3.00782e-06	3.56006e-06	0	0	0	3.68563e-07	4.84702e-06	6.45529e-06	2.64723e-06	1.55067e-06	5.68476e-07	2.03607e-06	1.67266e-06	2.28082e-06	4.6488e-06	3.18148e-06	1.97436e-06	1.92066e-06	4.47354e-06	7.41082e-06	1.66722e-06	1.63958e-07	1.67372e-06	4.29426e-06	1.61609e-06	1.70906e-06	1.07806e-06	2.72375e-06	2.72566e-06	1.51904e-05	1.32151e-05	4.36766e-06	7.05447e-06	6.43748e-06	5.85405e-06	2.35716e-06	3.39515e-06	3.83579e-06	7.21365e-06	4.34739e-07	1.18911e-06	2.89839e-07	4.95254e-07	1.65528e-06	1.37266e-06	1.58261e-06
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	unclassified	0	1.81116e-06	3.40735e-06	4.48231e-07	0	0	3.87222e-06	0	0	1.95754e-07	1.85424e-06	1.69038e-06	8.35251e-07	3.19618e-06	3.83116e-06	0	0	4.1788e-07	0	0	0	1.52405e-05	0	0	0	0	0	0	0	0	2.78521e-06	1.98944e-06	3.22506e-06	0	0	0	0	0	0	2.47345e-06	0	5.43151e-07	0	1.66568e-06	1.19859e-06	0	2.48485e-06	1.34782e-06	0	2.29814e-07	1.23821e-06	0	1.58032e-06	1.6436e-06	0	2.53001e-06	0	0	0	0	0	1.09475e-06	0	0	2.54365e-06	1.46896e-06	8.31374e-07	1.26359e-06	9.23735e-07	0	2.09157e-06	0	2.51124e-06	1.58781e-06	0	2.08829e-06	0	0	2.18902e-06	0	2.5348e-06	1.23019e-06	2.19991e-06	2.05513e-06	3.07414e-06	4.08273e-06	0	2.2728e-06	0	0	0	0	0	0	0	0	0	7.21641e-06	0	2.05283e-06	0	0	0	0	1.36818e-06	4.78563e-07	9.90233e-07	0	0	0	0	0	0	0	0	1.36399e-06	0	0	0	0	0	6.79991e-07	0	0	6.16018e-07	6.58961e-07	0	0	5.4925e-07	0	4.16412e-06	4.94328e-06	3.53607e-06	0	2.80044e-06	0	3.07953e-06	0	0	0	0	9.11302e-07	1.01157e-06	0	1.54979e-06	0	6.62673e-06	4.48747e-06	2.09046e-06	7.83839e-07	0	2.92523e-06	1.56819e-06	1.60411e-06	2.32664e-06	7.08437e-07	1.31014e-06	0	0	0	0	2.72328e-06	0	0	0	1.19648e-06	8.99716e-07	2.16568e-07	6.9033e-06	7.6653e-06	2.40117e-06	1.75457e-06	1.58395e-06	6.69254e-06	2.36673e-06	1.602e-06	3.84697e-06	1.57233e-06	3.27346e-06	2.98712e-06	6.45833e-07	1.31464e-06
PWY-6527: stachyose degradation	unclassified	2.02815e-06	9.47583e-06	2.47046e-05	1.12969e-05	1.29741e-05	5.3137e-06	1.4974e-05	1.09691e-05	1.3969e-06	6.30609e-06	6.34269e-06	8.6213e-06	2.84659e-05	8.20204e-05	6.45686e-05	1.06159e-05	2.29295e-06	1.8981e-06	1.99696e-05	4.21419e-06	1.66638e-05	2.80612e-06	2.16597e-05	0	4.27737e-07	0	7.57735e-07	6.78764e-06	1.1723e-05	1.67112e-05	3.55247e-05	3.09828e-05	2.31303e-05	2.52064e-06	1.82767e-06	0	0	1.17769e-05	3.11083e-05	2.43712e-05	1.86308e-05	2.57559e-05	1.47154e-05	1.68142e-05	2.27268e-06	1.57074e-05	0.000180334	4.47277e-05	1.55025e-06	3.59179e-06	2.54755e-06	1.56708e-06	1.26144e-06	0	2.10018e-06	8.9516e-06	2.0407e-06	2.93218e-05	4.1913e-06	4.93243e-06	1.0614e-06	3.13073e-06	4.6011e-06	1.8126e-05	8.8738e-06	2.59557e-05	2.46111e-05	1.16003e-05	1.37881e-05	2.20566e-05	8.74891e-06	3.97563e-05	8.53175e-06	5.7436e-06	2.05121e-05	2.34878e-05	9.10088e-06	1.00514e-05	4.23271e-05	5.20458e-07	2.41402e-05	2.29723e-05	2.45593e-05	3.27064e-05	2.35797e-05	2.52071e-05	7.26762e-06	3.56778e-05	3.70277e-06	7.64146e-07	0	4.27015e-07	0	0	1.63107e-06	0	2.11812e-05	4.78795e-06	3.34434e-06	5.02381e-06	9.79169e-06	4.22457e-05	4.84829e-05	0.000225592	2.77645e-05	8.12533e-08	1.35436e-06	8.39065e-05	4.25476e-05	0.000103081	0.000121388	6.86932e-05	3.73587e-05	6.26965e-05	0	5.82504e-05	0	9.3936e-05	8.54683e-05	1.78692e-06	2.80858e-06	2.1662e-06	2.72656e-06	3.24366e-06	1.27373e-06	1.10038e-06	1.00445e-07	3.21887e-05	1.76924e-06	1.37902e-05	9.99264e-07	3.58263e-05	1.54502e-05	3.55158e-06	2.00557e-05	3.21869e-06	2.46422e-05	5.28255e-06	7.46116e-07	0	1.48235e-06	6.23045e-07	8.44489e-06	1.20803e-05	3.19511e-05	1.39924e-06	1.90634e-06	3.5495e-06	7.16972e-06	1.54161e-05	3.93721e-06	1.00013e-05	1.3243e-05	2.48966e-05	2.44783e-05	1.83691e-05	2.52525e-05	1.99216e-06	5.94063e-05	0.000139711	4.82411e-05	1.22984e-05	1.85908e-05	3.2572e-05	4.56188e-05	4.17189e-05	3.29695e-05	3.84682e-05	3.29404e-05	5.27337e-05	4.36935e-05	1.36913e-05	1.38041e-05	1.78015e-05	2.59917e-05	7.71766e-06	5.90686e-06	6.38541e-06	2.00775e-06	3.84819e-06	5.5974e-06	2.71027e-06
