Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	unclassified	610.6552805562	281.4676015881	677.8387857067	302.616920829	252.1910849072	141.1885779558	405.8459967444	275.5686180645	29.9983583405	77.4455860117	62.9698118998	91.366786789	495.2073459618	679.3946213664	1231.5492133127	303.1922245408	171.4443384399	145.361407852	1204.7155968549	28.0841443703	256.7382425071	157.307226192	69.5327644825	0	0	0	0	31.1448065786	73.6276914679	411.4918287514	631.5351070798	590.7287366333	483.4693802385	219.4254390083	181.7655801343	0	6.7533032534	37.7593065786	915.1715850158	711.1381147846	452.7925518792	1018.3864962776	349.0469163862	654.9479711989	69.7897152095	787.0132586385	1696.8604246011	670.0646112604	14.7325279041	42.9265937844	485.5565760915	12.4341201562	100.7517142394	227.168493413	81.6806802244	367.874382157	54.3154789246	276.7725078844	120.2377551092	112.0877071532	65.0136260943	129.0402257073	181.646948205	137.8411652666	231.8735892994	339.951575691	546.1907669024	204.392715822	263.5349582929	604.2188513071	559.8273638628	830.376261039	743.9316524282	425.8253935578	466.9650428245	388.9782444452	153.3986778824	210.3813304104	748.0822051458	0	698.7863411786	380.7354221864	553.053508193	478.276574566	621.784135189	812.3831232019	605.1012997631	571.3915513797	54.2241511209	15.8573851785	2731.0052489962	60.3712589869	258.5484750618	53.8881116361	78.4724306004	46.3818183537	244.7427373853	146.8383876988	24.1186557814	365.2709367231	65.1451508305	376.658848538	368.6785692278	1321.8668751002	277.8188481035	8.9638563785	64.1345786482	490.3289085847	555.275478305	1256.7017127579	1153.8190025871	1005.6906076401	578.1786761148	795.446229001	0	546.0327453602	280.6031437733	834.0779301906	717.4754657428	389.9383029498	413.5963386109	271.8003475814	111.0019923939	102.6751075532	34.5645544742	40.7769696486	60.5271521901	593.5881479379	24.795492681	555.7118439211	3.1511468111	518.1017257207	897.4819612027	4.5709469179	1218.5603640248	72.2642346118	719.2562198777	306.1553304014	14.0343266496	62.94174157	17.9474171638	92.9286305892	89.3882509893	122.1872219009	600.9982015199	151.1790504565	114.6837600844	241.8810435399	220.6525574912	226.076546439	188.9562090831	504.0367263463	418.3683308706	319.3924173654	584.9783832406	377.4245058796	354.9688077233	71.0654080369	935.2142994113	1986.8053918292	1212.9608706363	287.1280130753	665.5079702296	565.9402716079	475.8487965366	743.3783191436	453.5800253154	680.5597772921	698.247339786	1268.6384535819	743.3429048781	395.8599840986	209.5591638219	390.380708966	519.2384161894	202.2088243266	146.7957825596	22.9636194495	53.2842691902	247.3606230643	401.8155768983	45.7289712152
PWY-6168: flavin biosynthesis III (fungi)	unclassified	0	53.6853601536	83.1663343014	26.0811941179	15.615442846	0	27.4369747386	0	0	0	16.9989881198	0	0	0	0	0	0	28.9004997432	0	8.1844376381	28.738932471	0	0	0	0	0	0	0	20.3492250963	0	24.0201304519	0	0	0	0	0	0	0	0	112.0969086515	55.6856659312	114.8346073799	20.1810286602	16.9547458104	0	0	0	23.6735368726	0	0	0	7.7565701917	0	0	11.1249739189	0	13.2194547026	0	41.8056314216	22.2939234776	0	0	23.2654666422	0	25.5846765851	16.7667198492	0	0	12.6704784024	35.7593567185	0	0	114.5070317494	48.8227599247	15.4820981	62.7704520518	7.1902541028	40.1663540766	0	0	75.994895675	0	70.1754264726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.9615778933	0	0	18.3568002348	32.5804473151	38.7478685894	0	0	0	0	7.6185200334	0	0	0	0	0	105.1285877828	0	138.5861154184	0	47.8294319353	69.8771840276	0	0	0	0	0	0	0	11.0368558774	26.4008927247	0	0	0	48.5391157741	29.2227381981	0	0	0	18.8169125403	36.3833872204	0	0	0	0	0	0	0	0	0	0	8.6584627791	59.6850044159	0	0	0	0	0	0	10.3827243641	0	74.6071441215	0	17.6181277325	0	0	0	16.011020978	21.2288832064	0	0	0	22.8964663704	0	20.6638283102	0	69.5038339638	0	0	0	0	5.3257206583	16.5589853955	0	1.4465288252
PWY-6182: superpathway of salicylate degradation	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5585667103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3563915415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9441175372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7211562376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.8933520961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8573048903	0	0	0	0	0	0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8953059779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3144130174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6215: 4-chlorobenzoate degradation	unclassified	0	0	0	0	0	0	3.8460867263	0	0	0	0	0	0	0	0	0	0	2.8732919123	0	2.9549119497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7956512005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2616996401	0	6.2080012067	0	0	0	0	0	0	0	6.3834951935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0990956717	0	0	1.7041629288	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)	unclassified	11.9437758702	15.9745903574	23.6451031374	39.0127702927	18.3335834723	0	3.2126948243	54.3940243906	0	88.0079874728	74.9888955517	58.2678088611	17.7791973359	79.5269492006	56.7516527047	20.692025322	17.1170040453	8.5889016621	15.2043570481	21.0412136061	9.6481135123	36.2207160777	0	6.186774338	0	0	6.6830857459	0	0	0	24.7148570712	21.9186455897	26.6477191543	0	0	0	0	49.277102909	41.0372535866	47.1620358625	31.9805815368	27.7936653708	10.6260645964	30.6837758367	24.167842484	74.3566148424	0	20.2318869164	4.7537294319	35.4932251516	11.3820733421	62.4271877434	8.5218364536	0	18.419012663	10.8151983676	21.4372559275	9.3989676951	42.7594669259	10.0934903727	17.7405870893	0	41.0275753134	19.9574298153	0	0	69.3550264143	45.71378954	4.4003268882	70.8277101855	24.6613617174	104.0342578211	28.1315900676	11.7980565025	80.3423515941	163.7208132229	34.4045672744	41.3680489034	5.2170187766	0	0	8.2183108983	12.0101106258	13.9226018653	23.3908965152	6.2218816095	23.2348878849	0	34.3001021703	2.0031649321	0	13.6782451254	0	64.8368696965	0.2665235523	5.4959299172	0	54.540173783	6.7553288138	31.1586874504	0	16.4801570856	30.8241861	199.8116070304	6.6363572919	35.0965415858	40.6894798683	19.3950195192	0	62.0728431261	0	13.6386945512	9.4512475253	9.0450002033	0	35.770389291	0	37.0961743176	23.3958270645	0	19.6919361842	7.1584221641	53.1228151986	14.7886347636	25.7282051917	13.9998063369	15.7748780576	23.5279778712	16.6607066816	3.413621756	23.28263347	10.9042121543	107.3004792638	24.9021522979	27.246156759	34.5204112421	34.6540340151	19.0807682016	1.9617908037	33.390753449	5.8445033618	34.2033119765	33.575065303	9.7131873495	10.8643519121	39.3931722661	59.205215104	97.9008650237	14.2867771218	17.4398965761	16.8569761909	13.5505045448	1.5513526135	69.0085028516	12.484716502	60.7743979337	44.8915838066	20.4123882875	119.7969158545	32.7224355678	33.1486475239	24.2617484245	28.5990790878	100.4395629304	13.179504428	73.5791626724	1.2439043253	9.4302017361	20.5498339994	15.5486759745	22.4284704905	27.5042807888	27.2644619249	45.1731555405	0	59.7771484315	2.9039930841	38.2860312414	46.5166437688	102.6530362139	52.1254049636	31.3248751142
PWY-622: starch biosynthesis	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2189175219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6270: isoprene biosynthesis I	unclassified	0	84.3075116687	111.6952013195	142.1332745019	20.496177219	72.3705630133	219.5806139279	268.5895133296	0	19.0157676598	17.9744957988	0	154.709946083	292.4904090272	311.7044937238	189.8849993941	46.9034198895	48.7391156209	218.9118084953	5.1096703111	194.8338262702	0	138.6536037234	0	0	0	0	0	44.3784301818	223.3241227332	418.59736502	169.9710366637	283.7264082077	20.5911714633	0	0	0	0	167.6806954563	528.3294824599	261.3268606542	0	148.1714750091	208.2939714041	35.6772553046	488.0467795488	1194.0042835613	428.7026623821	10.1728107156	13.7555123829	356.0982827362	10.4133691199	34.8195695995	150.3388701193	34.7711286112	235.6927425573	21.8220512353	63.6310296065	77.8644967303	66.3155834165	85.3689119536	134.9989310285	73.9290288021	166.8429258384	206.372432119	267.267555677	542.8275001766	197.2417965185	62.7943551545	78.1600064511	296.5252708226	651.1157477921	426.9668333011	312.0286427711	243.7004114298	118.988653362	85.3500327534	148.7694073083	373.6518078784	0	337.8275371558	240.6286609317	404.6614740935	331.4592411521	417.3088905524	477.5374858577	270.5188720234	318.1705829934	30.6801998609	22.0798075789	0	24.4925580901	0	23.9226262322	14.8678244428	0	64.4136489282	0	0	268.8778450557	0	139.9942424926	80.8508633825	100.2455130486	233.1880924446	0	30.7979331667	0	0	0	36.0687652369	918.2579077513	511.5217726877	689.3493815883	0	600.3174576537	211.2943611344	807.2279100075	668.9087256487	233.4786351155	179.5041070581	224.1802758042	13.9705265888	74.9764262101	0	0	16.2376215319	473.3331061989	0	351.4411943127	0	400.9217935375	563.6898017415	16.1782555036	834.203783792	37.5821020431	675.6447823284	140.100051081	0	0	0	9.5865354894	0	41.9535359673	560.0231688099	18.0518817659	32.2399736992	11.5986573419	30.6386213211	149.8032704809	0	315.2558957276	448.8192052215	245.3734482622	313.5576182516	328.3328143912	327.8249273378	24.7879678037	0	0	817.5978287668	119.775763977	3.677917155	51.3342551653	0	468.0345610907	262.8023395943	286.2541409038	252.0235945437	499.6985983037	303.3121229004	198.8473669773	109.2298316022	355.9975689205	711.3032215403	121.0164353407	110.5377223899	0	0	83.1564968123	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	unclassified	340.5042234368	214.1536430855	509.1063568043	266.5417695651	178.7409409101	71.4736965184	362.2509605974	149.2951214819	55.3071045426	137.8164061281	81.2873682584	300.0046491483	687.9905820987	974.4902817579	1541.5454868647	375.3513595639	148.9005296378	218.5676845436	985.7908349209	31.17568646	311.3989837692	133.8499275814	270.0181349515	3.9591122118	5.7769740988	7.0257511229	6.478377332	279.9999305881	371.2520629459	718.4472966572	508.5186551235	460.4133394352	440.1903422738	277.1010162591	161.3996703115	0	133.9569434197	93.9148706741	1302.25056869	1162.3992467488	466.7068172827	1224.9018448148	467.1263828217	758.5537754846	78.5506649795	601.9984745783	725.972925777	513.4424818001	15.9250181804	49.0251441469	447.6889191895	40.8652117978	45.0392249872	293.6334666034	85.5881898435	321.6817315495	96.372594897	219.5914512155	207.5760366947	205.8782494728	111.8374012397	252.4850642323	228.1926221604	181.1009110476	271.5103119769	317.9514947054	554.2804066723	414.9022783822	371.3503736535	708.4707253769	599.6714574201	894.9058077409	797.6454761602	454.8092414755	507.9663466229	398.6637447483	148.8665034376	286.5050154355	791.2631682914	12.1618665577	877.1282017673	472.4138034559	623.2112723523	527.4542535185	621.0953902402	615.7368455916	686.0385537148	543.9841167941	31.5570177769	14.7233507095	13.3752886709	33.6195895625	15.3463839872	19.2758810793	7.0666383338	11.2258586793	184.3167564466	126.8317953009	19.7911731109	401.1344956959	107.7046977458	429.1767065413	415.4414884158	2296.2242364606	336.3881476032	33.7858327423	128.2071529667	579.0637766093	793.247427952	1193.7798432678	1284.4194454903	1553.9439483531	823.0481774966	1188.9493145361	0	838.8364195781	394.6242661074	1167.2252228414	1036.164419856	540.6333969517	678.18107473	257.9712087307	120.1021510029	95.8408406275	33.1460721096	76.4437939796	37.8446176787	550.9745500439	60.5587629623	541.9383496112	134.8427386386	642.9457044845	682.8984102458	173.2968806312	1043.5113720934	169.7086921571	847.128213464	311.4660572804	6.1232308888	51.6544743608	0	90.3063068638	157.778600928	191.257100708	624.9844400202	55.3796751114	99.1167844652	173.9618143754	165.1897830729	369.4123621603	254.8912560546	404.4235729102	509.0077031975	519.3244524432	399.7695621565	339.4265561571	623.4185656329	65.8899723817	870.8308298018	1793.2960756404	674.1633323431	263.3183979798	303.1891630299	654.2808455446	556.5361701845	813.4364881171	529.5278112014	725.3670086064	643.2959629615	1772.1050142019	948.3668991809	604.1110020477	442.1032584071	533.9203209516	671.1376403579	143.9288874175	148.2785235156	49.2883934579	47.6949336533	229.5127154571	340.6419990633	39.7987251863
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	unclassified	38.8895141173	61.687764971	43.3906058862	35.6459146325	0	11.5244106691	117.7906310536	0	0	2.119057557	24.5990043069	26.0560292904	10.5166892921	44.8435949253	78.4711675644	27.9711683526	44.2334683922	8.5341971542	1.0515012116	6.1190622664	0	316.8954433123	0	0	0	0	0	0	0	0	62.5305775278	41.523450026	48.7048741897	0	8.1797087742	0	5.5606752827	26.3726833843	0	31.2038957461	0	9.0142076695	0	16.3974405897	44.4935970331	0	27.0938457608	18.1447269609	0	2.9853883181	17.1308945447	0	10.4602564619	13.5648788903	67.3854989026	37.4088713407	60.5273114946	0	48.8600505583	53.8460767484	13.1749507202	14.462458249	16.5543062574	0	135.6648881666	12.253735319	7.737032695	17.8411709901	22.2516302621	0	35.1132533957	0	34.1528084318	27.393400328	0	30.6913723079	0	0	22.0102854313	0	66.497115171	17.3636157208	40.7696233364	47.8397476669	70.5286401717	85.4838347145	0	48.9374297871	9.8424490021	8.0379800188	2545.9589256396	0	267.4549660399	5.6459285534	6.5546523107	47.646901606	0	119.5461616256	0	38.3233721013	10.9957439638	0	2.7552279175	1.3854582416	11.2943222839	10.4803081598	30.1772345184	0	0	0	0	0	0	9.2831548456	0	11.6313022673	0	0	0	7.4384793972	0	9.7534359737	0	21.879679525	10.5358332149	14.4031630325	0	86.6255513449	6.5433898554	63.2258816854	160.5425004662	111.4993768137	230.3397251951	132.0085227005	117.8074367577	0	107.6299247545	21.879649673	0	0	3.2937080353	8.8726381952	141.7268451972	51.7224701412	79.6507534547	35.0912575916	93.5356169775	58.8135419111	35.2334950505	59.1925308686	27.6210971097	48.8927429997	70.9134040553	31.4914267433	25.3446335007	64.5897918696	68.0810663738	0	15.7221579545	0	0	28.6690783589	0	0	0	41.1567192871	8.3090965791	1.5416025203	69.9355463496	129.3541919547	46.1494117867	16.2661827757	12.3787609216	80.4854081567	24.3348716325	21.5993330327	84.1484342436	25.3368738463	48.5534879128	56.3431353126	65.6819594346	38.9250001561
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	unclassified	0	0	0	0	0	0	0	0	0	0	18.5865064655	17.3254530681	0	0	0	0	0	0	0	4.9718427908	0	238.0900532233	0	0	0	0	0	0	0	0	32.6424942881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0767227123	0	0	0	0	0	0	0	27.5678321845	0	0	0	0	0	14.5923212173	0	0	0	0	0	0	0	0	0	0	0	18.9643842209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4910041654	0	131.0090376935	0	0	0	0	43.8545954767	0	106.5237712353	0	14.869587227	0	0	0	0	0	7.7830730356	0	0	0	0	0	0	0	0	0	9.7121822076	0	0	0	0	0	0	0	23.3469038276	10.0869393293	0	0	0	0	0	0	0	0	37.1167397358	0	0	38.6981530995	0	0	0	0	7.2871721662	0	0	0	0	27.9854404828	50.0041902511	0	56.3944466016	0	0	0	30.2116996009	0	0	0	0	15.2295484762	0	0	0	0	0	0	44.3057024452	0	0	0	16.9935145651	0	0	0	0	0	15.790568697	0	0	0	0	0	0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	unclassified	0	0	0	0	0	0	0	0	0	0	20.6328544558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.9001408492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.72703282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0756225798	0	0	0	0	0	0	0	0	0	0	0	62.4843909955	0	0	0	0	9.1511446199	0	0	0	0	11.0248678978	50.3274180225	0	0	0	0	0	0	0	0	0	0	15.8017778042	0	0	0	0	0	0	31.9837171352	0	0	0	31.3477546825	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	unclassified	47.8944094256	0	12.4453301179	12.0852784248	0	13.6283409156	79.7075387271	0	0	2.3454400613	0	0	0	0	15.9298071569	12.9436555865	0	28.6142813629	0	10.5938426038	6.4589031912	0	0	0	0	0	0	0	0	0	35.4182589131	45.3533451785	34.1256797134	21.0214974494	23.5864914316	0	8.0177748184	5.6771535163	32.2986564572	9.840167944	0	18.6662211361	0	9.4341387569	8.614154854	43.2153670633	0	0	0	0	0	0.8093486518	0	8.7143149568	0	149.5210901748	0	0	0	0	0	19.0256772977	0	0	12.7734659118	10.8359664095	18.539741127	37.3335988613	80.4218598674	60.2666374339	99.7927724583	88.5834915752	150.2828506959	96.1668767601	54.4544369305	59.0163977177	0	0	119.0407221263	0	113.0710596893	95.5350653973	111.6095007392	80.4395057505	149.7918140247	128.2698531098	22.4911081368	94.4380663892	0	0	2811.1194834692	3.2427929084	268.5369879358	0	0	52.7488689367	0	92.3779890185	0	7.5483186696	0	0	0	0	0	0	6.9722972237	0	0	0	19.4591721352	0	0	0	0	17.3230695507	0	89.6090599239	84.9020346089	0	0	0	0	0	2.4000020295	0	0	0	0	0	0	6.7344570981	4.1310082269	0	0	0	9.6531625239	10.7986949751	0	0	0	7.4233404681	0	41.251069503	0	0	0	0	23.0018388911	8.858580159	21.4197462076	90.8944232718	0	12.0960160057	8.8092274622	73.6546197166	0	0	0	0	27.308687079	103.2314542713	78.3465669618	129.0850872425	58.653757164	40.2958777236	75.159539108	145.2468626003	140.1493309113	71.9197328507	128.7043904141	89.8203811888	56.0989674936	8.990648518	27.3045603751	16.6578653226	16.6494340796	2.7511307006	5.3620853463	0.7540797354	17.9499901662	0
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	unclassified	4.069762158	1.6865458122	2.9847751601	0	0	0	19.3593450024	0	0	0	0	0	0	0	3.7731510965	0	4.2016924264	11.1810893461	6.8014138658	2.5446359713	0	0	0	0	0	0	0	0	0	0	2.5752933105	4.1566968621	3.9092651543	0	0	0	0	0	9.9014840436	14.0079944007	0	0	0	0	0	0	0	0	0	0	0	6.5552445904	0	0	22.8375040235	0	7.000065279	0	9.6477924475	3.9330149885	0	0	9.3106874839	0	0	0	14.7302187593	35.3950769147	0	10.5141684967	22.9429572926	22.0270854186	49.5109326747	12.2847283291	10.5436005929	0	0	0	0	0	15.3527120237	9.3738195631	0	0	0	2.2866288526	34.5505073374	0	0	0	0	0	0	0	0	0	0	0	0	15.3857341294	0	0	0	0	0	0	13.5116549161	0	0	0	0	0	0	0	0	27.6636829551	0	10.4709380467	14.9382312933	0	0	0	14.1670490993	0	0	0	0	0	0	0	0	0	5.3821325186	0	0	17.0526748233	0	0	0	0	7.5644372991	5.1700249394	8.332317824	7.0968049275	0	0	0	0	6.2985144247	17.38259135	0	75.9531019511	0	23.8829310455	4.8508698109	64.5168202022	0	0	0	0	6.3243838063	0	2.4212598768	0	0	19.7572940032	14.4607553971	0	0	13.5196814073	0	6.1518108433	3.8249251643	5.4352510943	0	0	0	4.7282401429	0	0.9420489535	0	0
PWY-6305: superpathway of putrescine biosynthesis	unclassified	82.0452617947	47.6122680082	42.0648800735	8.5179529504	7.132416341	0	104.9930778611	0	0	58.6743981726	54.0215766771	52.0467705778	112.1985643909	93.9438507107	66.1386773342	36.5294843515	36.2381928164	91.2870791668	6.9326628973	26.3750645019	76.4711990732	146.6572443908	17.9902397985	0	0	0	0	0	0	17.9463698514	23.59289143	19.4386231072	62.8973397703	0	0	0	0	4.5006820165	9.9771477636	127.5940289898	42.5893323849	57.2884655374	24.194370622	28.7660161219	32.4982872442	336.6952895862	31.4311294722	0.8711697941	34.1665772566	8.289520204	0	59.4287318937	0	0	18.0309546081	19.5478939976	0	11.1011229164	0	0	0	0	4.5577715881	27.6664753386	13.0683571106	25.258570211	107.3401950485	136.0875543301	30.1174108337	74.8663468622	33.3390318164	166.0033364053	94.1633215338	60.5819029985	60.5241990732	14.3372798124	0	53.6676291104	43.8738087142	0	0	20.0732653666	75.2055973994	49.8854158095	44.2368737944	36.2921798075	150.5525301779	27.3191838049	2.0729213801	0	0	0	0	0	1.8042106354	0	18.9414689688	81.428981267	17.1586446399	63.5486366357	9.9862217248	64.6252465574	22.9955835311	0	12.3665230227	48.7366881995	91.7656600473	56.9022782053	9.6789465537	0	0	12.1283020582	0	23.7419724989	0	31.6255134428	0	24.7004925153	0	0	25.0543837456	0	27.0727284477	0	4.2996717261	27.307867749	8.8417825291	1.0135875864	39.0229975505	0	118.9358663674	84.8689485245	28.3594751306	71.7445535121	59.8655999232	42.7590233454	34.0667663658	0	0	60.9215265221	0	76.0293699717	15.217218308	28.7960703923	30.0244575246	24.1889259963	77.2904458808	171.7869116915	6.1049486831	83.2516484443	0	53.5088940948	32.1203328826	51.8343621336	100.2652249262	51.3835892787	36.6652981998	41.2802976379	0	31.4293098777	75.0209739824	69.9162378492	89.7124175255	53.8434428446	66.5993314385	108.72787801	0	39.7050823576	58.3572740244	69.1577551266	51.2418471452	149.9633635314	103.572752865	88.0769110784	26.4342600446	70.9124337893	53.4066558085	20.0368061859	91.3498741887	29.2694260856	42.4284745824	17.9469631168
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3151026189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
