Pathway	Kingdom	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY-5840: superpathway of menaquinol-7 biosynthesis	k__Bacteria	2.24253e-05	0	1.95838e-06	0	0	0	6.22083e-05	0	0	4.56639731e-05	2.1180322e-05	4.6484599e-05	5.55447e-06	0	4.00833e-06	0	1.004e-05	4.2429603e-05	0	1.9537938e-05	2.15128e-05	7.1385e-05	0	0	0	0	0	0	0	0	0	0	8.83676e-06	0	0	0.000154701	2.78418e-05	1.4846e-06	5.83902e-05	6.8361375e-05	2.78834e-05	9.66486e-05	3.07559e-05	3.43614e-06	4.024666e-05	0.000238411	0	1.97096e-05	3.074309e-05	2.663738e-05	0	7.762826e-05	0	0	6.36653e-06	0	0	2.80147e-06	8.61964e-06	7.58814e-06	0	0	1.65779e-05	8.20391e-06	2.66538e-06	0	3.84052e-05	9.52774e-05	0	7.31873e-06	7.2942e-06	1.6565e-05	1.596943e-05	2.385279e-05	1.76845e-05	0	1.31519e-05	1.54984e-05	0	0	0	0	0	0	0	2.65351e-06	0.000134857	0	0.0001955555	0.0001315978	0	5.0856e-05	0	6.799912e-05	7.24966e-05	6.743087e-05	1.41256e-06	1.028892e-05	1.6271292e-05	5.807983e-05	0	1.01041e-05	0	4.25242e-06	1.34702e-06	9.7572773e-05	0.000102567185	0	0	4.68956e-06	0	0	0	0	0	4.70446e-06	0	0	0	0	0	5.61431e-06	0.0001067149	0	0.000144141788	0.0001177367	6.66154e-06	8.15367e-06	3.661492e-05	0	0.000190402	8.75471e-05	2.630991e-05	0.000288801	1.565126e-05	0.000138654	1.682487e-05	0	0.0001497944	6.94195e-05	0	9.54834e-05	2.672863e-05	1.30993e-05	6.20083e-07	6.31285e-05	0.000103568984	9.72971e-05	1.0422905e-05	0.000142379	0	1.06052e-05	0	6.173737e-05	1.57738e-05	2.0814e-05	0	0.00012771755	7.226482e-05	4.84638e-05	1.22246e-05	8.58591e-05	1.01914e-05	2.80951e-05	2.88931e-05	0	0	0	0	1.67956e-06	7.16429e-07	1.480535e-05	6.98002e-06	3.0829e-05	0	1.287288e-05	1.667776e-05	3.6400133e-05	9.33721e-06	3.403253e-06	0	0
PWY-5845: superpathway of menaquinol-9 biosynthesis	k__Bacteria	2.24253e-05	0	1.95838e-06	0	0	0	6.22083e-05	0	0	4.56639731e-05	2.1180322e-05	4.6484599e-05	5.55447e-06	0	4.00833e-06	0	1.004e-05	4.2429603e-05	0	1.9537938e-05	2.15128e-05	3.4681e-05	0	0	0	0	0	0	0	0	0	0	8.83676e-06	0	0	0.000154701	2.78418e-05	1.4846e-06	5.83902e-05	6.8361375e-05	2.78834e-05	9.66486e-05	3.07559e-05	3.43614e-06	4.024666e-05	0.000238411	0	1.97096e-05	3.074309e-05	2.663738e-05	0	7.762826e-05	0	0	6.36653e-06	0	0	2.80147e-06	8.61964e-06	7.58814e-06	0	0	1.65779e-05	8.20391e-06	2.66538e-06	0	3.84052e-05	9.52774e-05	0	7.31873e-06	7.2942e-06	1.6565e-05	1.596943e-05	2.385279e-05	1.76845e-05	0	1.31519e-05	1.54984e-05	0	0	0	0	0	0	0	2.65351e-06	0.000134857	0	0.0001955555	0.0001315978	0	5.0856e-05	0	6.49553e-05	7.24966e-05	6.743087e-05	1.41256e-06	1.028892e-05	1.6271292e-05	5.807983e-05	0	1.01041e-05	0	4.25242e-06	1.34702e-06	9.7572773e-05	0.000102567185	0	0	4.68956e-06	0	0	0	0	0	4.70446e-06	0	0	0	0	0	5.61431e-06	0.0001067149	0	0.000144141788	0.0001177367	6.66154e-06	8.15367e-06	3.661492e-05	0	0.000190402	8.75471e-05	2.630991e-05	0.000288801	1.565126e-05	0.000138654	1.682487e-05	0	0.0001497944	6.94195e-05	0	9.54834e-05	2.672863e-05	1.30993e-05	6.20083e-07	6.31285e-05	0.0001028388	9.72971e-05	1.0422905e-05	0.000142379	0	1.06052e-05	0	6.173737e-05	1.57738e-05	2.0814e-05	0	0.00012771755	7.226482e-05	4.84638e-05	1.22246e-05	8.58591e-05	1.01914e-05	2.80951e-05	2.88931e-05	0	0	0	0	1.67956e-06	7.16429e-07	1.480535e-05	6.98002e-06	3.0829e-05	0	1.287288e-05	1.667776e-05	3.6400133e-05	9.33721e-06	3.403253e-06	0	0
PWY-5850: superpathway of menaquinol-6 biosynthesis	k__Bacteria	2.24253e-05	0	1.95838e-06	0	0	0	6.22083e-05	0	0	4.56639731e-05	2.1180322e-05	4.6484599e-05	5.55447e-06	0	4.00833e-06	0	1.004e-05	4.2429603e-05	0	1.9537938e-05	2.15128e-05	3.4681e-05	0	0	0	0	0	0	0	0	0	0	8.83676e-06	0	0	0.000154701	2.78418e-05	1.4846e-06	5.83902e-05	6.8361375e-05	2.78834e-05	9.66486e-05	3.07559e-05	3.43614e-06	4.024666e-05	0.000238411	0	1.97096e-05	3.074309e-05	2.663738e-05	0	7.762826e-05	0	0	6.36653e-06	0	0	2.80147e-06	8.61964e-06	7.58814e-06	0	0	1.65779e-05	8.20391e-06	2.66538e-06	0	3.84052e-05	9.52774e-05	0	7.31873e-06	7.2942e-06	1.6565e-05	1.596943e-05	2.385279e-05	1.76845e-05	0	1.31519e-05	1.54984e-05	0	0	0	0	0	0	0	2.65351e-06	0.000134857	0	0.0001955555	0.0001315978	0	5.0856e-05	0	6.49553e-05	7.24966e-05	6.743087e-05	1.41256e-06	1.028892e-05	1.6271292e-05	5.807983e-05	0	1.01041e-05	0	4.25242e-06	1.34702e-06	9.7572773e-05	0.000102567185	0	0	4.68956e-06	0	0	0	0	0	4.70446e-06	0	0	0	0	0	5.61431e-06	0.0001067149	0	0.000144141788	0.0001177367	6.66154e-06	8.15367e-06	3.661492e-05	0	0.000190402	8.75471e-05	2.630991e-05	0.000288801	1.565126e-05	0.000138654	1.682487e-05	0	0.0001497944	6.94195e-05	0	9.54834e-05	2.672863e-05	1.30993e-05	6.20083e-07	6.31285e-05	0.0001028388	9.72971e-05	1.0422905e-05	0.000142379	0	1.06052e-05	0	6.173737e-05	1.57738e-05	2.0814e-05	0	0.00012771755	7.226482e-05	4.84638e-05	1.22246e-05	8.58591e-05	1.01914e-05	2.80951e-05	2.88931e-05	0	0	0	0	1.67956e-06	7.16429e-07	1.480535e-05	6.98002e-06	3.0829e-05	0	1.287288e-05	1.667776e-05	3.6400133e-05	9.33721e-06	3.403253e-06	0	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	k__Bacteria	1.03044e-05	8.9964e-07	1.16449e-06	0	0	0	6.084314e-06	0	0.000259263	4.48865166e-05	1.9809731e-05	3.57068499e-05	5.707186e-06	0	2.417465e-06	7.1598e-07	9.4405e-07	8.481248e-06	0	6.5262951e-06	6.88988e-06	3.69808627e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9869198e-05	1.0989338e-05	6.05276e-07	1.74568e-05	4.04787e-05	8.35444e-06	3.9781429e-06	0	0	1.653708e-05	1.41562741e-05	1.969686e-06	9.3627694e-06	1.70435317e-05	1.53228986e-05	4.654528e-07	3.09717028e-05	4.13378e-07	0	2.27887e-06	0	5.51257e-06	2.34791e-06	3.41412e-06	3.09995e-06	0	0	7.27837e-06	4.19276e-06	1.99136e-06	4.57586e-07	1.47117e-05	4.24761326e-05	9.44065e-07	3.68872e-06	4.56279e-06	1.16985e-05	9.01189e-06	1.27225763e-05	9.67554e-06	0	1.54222e-05	1.01544e-05	5.8987404e-06	6.52972e-05	0	0	0	0	0	0	5.35711512e-05	0	0.000192690411	0.00012870264	0	5.22754747e-05	0	6.7762844e-05	7.5009991e-05	2.272553e-05	1.913993e-06	1.7519807e-05	7.194389e-06	3.62827e-05	0	0	0	3.99578e-06	0	5.6285306e-05	5.535226082e-05	0	0	6.503676e-06	0	0	0	0	0	2.75765e-06	0	0	0	0	0	1.52919e-06	2.34304547e-05	0	3.3033612e-05	2.5230298e-05	3.11749e-06	3.60868e-06	1.4668132e-05	0	2.38935296e-05	6.9551058e-06	1.21752466e-05	4.0368033e-05	1.0297051e-05	1.33232e-05	7.353462e-06	0	0.0001678914728	4.03327345e-05	7.09785e-06	5.33584716e-05	4.85562e-05	1.33912e-06	7.24937e-07	1.754732e-05	5.7762863e-05	6.6622863e-05	4.144589e-06	8.11968e-06	0	1.97567e-06	0	5.041759e-06	1.58964e-06	2.8067e-06	3.4637e-07	0.0001515691872	2.1170427e-05	5.468661e-06	0	1.1765086e-05	0	1.07575e-06	2.066617e-06	1.67557e-06	0	4.49254e-06	3.225385e-06	4.595955e-06	0	3.235312e-06	3.99242e-07	2.23405e-06	0	1.126886e-06	2.786055e-06	5.7357168e-06	1.189422e-05	2.46113e-07	0	0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	k__Bacteria	2.18741e-05	0	1.54362e-06	0	0	0	5.725e-05	0	0	3.7947323e-05	1.6476444e-05	4.0229591e-05	4.09716e-06	0	2.91285e-06	0	8.1625e-06	4.0184604e-05	0	1.7609822e-05	1.93903e-05	3.12412e-05	0	0	0	0	0	0	0	0	0	0	8.2616e-06	0	0	0.0001376829256	2.32391e-05	1.22871e-06	4.80189e-05	5.1831926e-05	2.38241e-05	8.79074e-05	3.02415e-05	4.66216e-06	3.77487e-05	0.000223231	0	1.53555e-05	2.452969e-05	2.496136e-05	0	6.60724e-05	0	0	7.91557e-06	0	0	2.18814e-06	7.30536e-06	6.95792e-06	0	0	1.44011e-05	6.7473e-06	1.95788e-06	0	3.36067e-05	8.10593e-05	0	5.43017e-06	6.15786e-06	1.27148e-05	1.2756457e-05	2.156018e-05	1.41654e-05	0	9.53656e-06	1.23821e-05	0	0	0	0	0	0	0	2.08091e-06	0.000118478	0	0.0001943792	0.0001660342	0	7.57521e-05	0	8.42401e-05	8.24132e-05	5.9046673e-05	2.76472e-06	9.34556e-06	1.6263268e-05	4.3470422e-05	0	8.33284e-06	0	4.35115e-06	1.05184e-06	7.6387942e-05	8.8877191e-05	0	0	4.47917e-06	0	0	0	0	0	3.50712e-06	0	0	0	0	0	5.78931e-06	9.50911e-05	0	0.0001204192185	9.727188e-05	8.09578e-06	6.54237e-06	4.432151e-05	0	0.000183948	7.41033e-05	2.512561e-05	0.000271657	1.527096e-05	0.000136593	1.47364e-05	0	0.00014446413	8.05941e-05	0	0.000113973	2.524654e-05	1.23237e-05	4.31267e-07	5.658183e-05	0.0001195761	0.0001099535	9.439545e-06	0.000122683	0	1.02853e-05	0	5.019029e-05	1.51688e-05	2.10822e-05	0	0.00012222768	6.761512e-05	4.3949e-05	1.0816e-05	7.69009e-05	9.34482e-06	2.67307e-05	2.53743e-05	0	0	0	0	1.33993e-06	8.0675e-07	1.224216e-05	5.74004e-06	2.56591e-05	0	1.1452342e-05	1.670545e-05	3.3069993e-05	8.0001e-06	2.948097e-06	0	0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	k__Bacteria	2.30917e-05	2.95722e-06	2.04082e-06	0	0	0	6.794932e-05	0	0.000244498	5.6514968e-05	2.7137806e-05	5.2213971e-05	6.148194e-06	0	3.66257e-06	0	1.2658546e-05	4.5842154e-05	0	2.2212192e-05	2.09195e-05	3.4787e-05	0	0	0	0	0	0	0	0	2.15981e-06	0	9.45606e-06	0	0	0.0001543259256	2.5938e-05	1.43745e-06	6.11816e-05	6.9188126e-05	2.78951e-05	9.16787e-05	3.25059e-05	5.26138e-06	4.254277e-05	0.00023604	2.33489e-06	1.75759e-05	2.950638e-05	2.821755e-05	0	7.1857733e-05	0	0	8.47816e-06	0	1.18154e-05	2.68685e-06	9.93175e-06	7.82199e-06	0	0	2.0325e-05	7.45654e-06	3.48936e-06	2.1953e-06	3.58107e-05	9.57799e-05	0	8.24144e-06	7.83534e-06	2.30221e-05	1.4424507e-05	2.317979e-05	1.76279e-05	0	2.69867e-05	2.16207e-05	5.35289e-06	6.33115e-05	0	0	0	0	5.67011e-07	2.31393e-06	0.000127319	0	0.0001954842	0.0001660342	0	7.60296e-05	0	8.43919e-05	8.28444e-05	8.6607504e-05	3.00237e-06	1.508474e-05	1.998165e-05	4.6414022e-05	0	1.2449e-05	0	4.51401e-06	2.90722e-06	8.7040146e-05	9.828577e-05	6.97503e-06	0	4.47917e-06	0	0	0	0	0	6.20055e-06	0	0	0	0	0	7.71898e-06	0.0001014554633	0	0.0001334452185	0.00011677582	8.97846e-06	8.82585e-06	4.888465e-05	0	0.000187146	8.48094e-05	3.3257275e-05	0.000278812	1.8827885e-05	0.000140574	1.847049e-05	0	0.00015598425	9.13824064e-05	8.25691e-06	0.0001253366	7.415628e-05	1.2463e-05	5.00283e-07	8.333722e-05	0.0001314056	0.0001207842	1.1419335e-05	0.000129431	0	1.13498e-05	0	7.333454e-05	1.59229e-05	2.12028e-05	2.45946e-06	0.000140207126	7.7188083e-05	4.5810398e-05	1.20951e-05	8.89911e-05	1.01871e-05	2.79212e-05	2.7508e-05	1.31491e-06	0	5.17482e-06	3.203796e-06	5.13461e-06	9.06644e-07	1.354028e-05	6.21045e-06	2.96637e-05	0	1.2164072e-05	1.8268607e-05	3.7495522e-05	1.481289e-05	4.168037e-06	0	0
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	k__Bacteria	2.18741e-05	0	1.54362e-06	0	0	0	5.725e-05	0	0	3.7947323e-05	1.6476444e-05	4.0229591e-05	4.09716e-06	0	2.91285e-06	0	8.1625e-06	4.0184604e-05	0	1.7609822e-05	1.93903e-05	3.12412e-05	0	0	0	0	0	0	0	0	0	0	8.2616e-06	0	0	0.0001376829256	2.32391e-05	1.22871e-06	4.80189e-05	5.1831926e-05	2.38241e-05	8.79074e-05	3.02415e-05	4.66216e-06	3.77487e-05	0.000223231	0	1.53555e-05	2.452969e-05	2.496136e-05	0	6.60724e-05	0	0	7.91557e-06	0	0	2.18814e-06	7.30536e-06	6.95792e-06	0	0	1.44011e-05	6.7473e-06	1.95788e-06	0	3.36067e-05	8.10593e-05	0	5.43017e-06	6.15786e-06	1.27148e-05	1.2756457e-05	2.156018e-05	1.41654e-05	0	9.53656e-06	1.23821e-05	0	0	0	0	0	0	0	2.08091e-06	0.000118478	0	0.0001943792	0.0001660342	0	7.57521e-05	0	8.42401e-05	8.24132e-05	5.9046673e-05	2.76472e-06	9.34556e-06	1.6263268e-05	4.3470422e-05	0	8.33284e-06	0	4.35115e-06	1.05184e-06	7.6387942e-05	8.8877191e-05	0	0	4.47917e-06	0	0	0	0	0	3.50712e-06	0	0	0	0	0	5.78931e-06	9.50911e-05	0	0.0001204192185	9.727188e-05	8.09578e-06	6.54237e-06	4.432151e-05	0	0.000183948	7.41033e-05	2.512561e-05	0.000271657	1.527096e-05	0.000136593	1.47364e-05	0	0.00014446413	8.05941e-05	0	0.000113973	2.524654e-05	1.23237e-05	4.31267e-07	5.658183e-05	0.0001195761	0.0001099535	9.439545e-06	0.000122683	0	1.02853e-05	0	5.019029e-05	1.51688e-05	2.10822e-05	0	0.00012222768	6.761512e-05	4.3949e-05	1.0816e-05	7.69009e-05	9.34482e-06	2.67307e-05	2.53743e-05	0	0	0	0	1.33993e-06	8.0675e-07	1.224216e-05	5.74004e-06	2.56591e-05	0	1.1452342e-05	1.670545e-05	3.3069993e-05	8.0001e-06	2.948097e-06	0	0
PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13801e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65425e-06	0	2.69378e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5896: superpathway of menaquinol-10 biosynthesis	k__Bacteria	2.24253e-05	0	1.95838e-06	0	0	0	6.22083e-05	0	0	4.56639731e-05	2.1180322e-05	4.6484599e-05	5.55447e-06	0	4.00833e-06	0	1.004e-05	4.2429603e-05	0	1.9537938e-05	2.15128e-05	3.4681e-05	0	0	0	0	0	0	0	0	0	0	8.83676e-06	0	0	0.000154701	2.78418e-05	1.4846e-06	5.83902e-05	6.8361375e-05	2.78834e-05	9.66486e-05	3.07559e-05	3.43614e-06	4.024666e-05	0.000238411	0	1.97096e-05	3.074309e-05	2.663738e-05	0	7.762826e-05	0	0	6.36653e-06	0	0	2.80147e-06	8.61964e-06	7.58814e-06	0	0	1.65779e-05	8.20391e-06	2.66538e-06	0	3.84052e-05	9.52774e-05	0	7.31873e-06	7.2942e-06	1.6565e-05	1.596943e-05	2.385279e-05	1.76845e-05	0	1.31519e-05	1.54984e-05	0	0	0	0	0	0	0	2.65351e-06	0.000134857	0	0.0001955555	0.0001315978	0	5.0856e-05	0	6.49553e-05	7.24966e-05	6.743087e-05	1.41256e-06	1.028892e-05	1.6271292e-05	5.807983e-05	0	1.01041e-05	0	4.25242e-06	1.34702e-06	9.7572773e-05	0.000102567185	0	0	4.68956e-06	0	0	0	0	0	4.70446e-06	0	0	0	0	0	5.61431e-06	0.0001067149	0	0.000144141788	0.0001177367	6.66154e-06	8.15367e-06	3.661492e-05	0	0.000190402	8.75471e-05	2.630991e-05	0.000288801	1.565126e-05	0.000138654	1.682487e-05	0	0.0001497944	6.94195e-05	0	9.54834e-05	2.672863e-05	1.30993e-05	6.20083e-07	6.31285e-05	0.0001028388	9.72971e-05	1.0422905e-05	0.000142379	0	1.06052e-05	0	6.173737e-05	1.57738e-05	2.0814e-05	0	0.00012771755	7.226482e-05	4.84638e-05	1.22246e-05	8.58591e-05	1.01914e-05	2.80951e-05	2.88931e-05	0	0	0	0	1.67956e-06	7.16429e-07	1.480535e-05	6.98002e-06	3.0829e-05	0	1.287288e-05	1.667776e-05	3.6400133e-05	9.33721e-06	3.403253e-06	0	0
PWY-5897: superpathway of menaquinol-11 biosynthesis	k__Bacteria	2.29188e-05	3.3693e-06	2.56044e-06	0	0	0	8.37283e-05	0	0.000257826	6.58554998e-05	3.3748328e-05	5.9389044e-05	8.39665e-06	1.24658e-06	4.68747e-06	0	1.4862526e-05	4.7438094e-05	0	2.4806085e-05	2.25973e-05	7.76926e-05	0	0	0	0	0	0	0	0	1.6714e-06	9.10784e-07	9.62967e-06	0	0	0.0001678204794	3.01912e-05	1.87046e-06	6.9901e-05	9.913756e-05	3.10339e-05	9.88046e-05	3.19263e-05	3.56426e-06	4.667547e-05	0.000247503	3.06829e-06	2.12895e-05	3.764053e-05	3.111629e-05	0	8.4539185e-05	0	0	7.896176e-06	0	1.36722e-05	3.26061e-06	1.07485e-05	8.06815e-06	0	0	2.11949e-05	8.63832e-06	4.16002e-06	2.58923e-06	3.98987e-05	0.000105339	0	1.01237e-05	9.09782e-06	2.61396e-05	1.75929e-05	2.51166e-05	2.02338e-05	0	3.14376e-05	2.35191e-05	5.63064e-06	6.46038e-05	0	0	0	0	5.95974e-07	2.86446e-06	0.000139515	0	0.0001978248	0.000156921	0	7.18813e-05	0	8.22132e-05	8.00326e-05	8.9030362e-05	2.236102e-06	1.54209e-05	1.958605e-05	7.084765e-05	0	1.4336e-05	0	4.45927e-06	2.87862e-06	0.00011357671	0.000113646056	7.28876e-06	0	4.98848e-06	0	0	0	0	0	1.028067e-05	0	0	0	0	0	8.116975e-06	0.0001126746929	2.1582e-06	0.0001660967244	0.000141678417	8.115757e-06	9.99574e-06	4.297401e-05	0	0.000194667	0.000109016856	3.4484431e-05	0.000299675	1.9433249e-05	0.000143185	2.074902e-05	0	0.0001584465	8.20339483e-05	8.44974e-06	0.00010959317	8.608061e-05	1.42358e-05	7.03384e-07	8.844192e-05	0.000120044719	0.00011079663	1.2643859e-05	0.000147217	0	1.16276e-05	0	8.730743e-05	1.67239e-05	2.27913e-05	2.53909e-06	0.000146158255	8.8645472e-05	4.9166162e-05	1.30923e-05	9.47279e-05	1.07061e-05	2.90938e-05	3.01599e-05	1.37323e-06	0	5.00237e-06	3.364982e-06	5.697924e-06	7.4999e-07	1.613419e-05	9.09786e-06	3.4636e-05	0	1.338806e-05	1.7985187e-05	4.06477144e-05	1.9676288e-05	4.881326e-06	0	0
PWY-5898: superpathway of menaquinol-12 biosynthesis	k__Bacteria	2.29188e-05	3.3693e-06	2.56044e-06	0	0	0	8.37283e-05	0	0.000257826	6.58554998e-05	3.3748328e-05	5.9389044e-05	8.39665e-06	1.24658e-06	4.68747e-06	0	1.4862526e-05	4.7438094e-05	0	2.4806085e-05	2.25973e-05	7.76926e-05	0	0	0	0	0	0	0	0	1.6714e-06	9.10784e-07	9.62967e-06	0	0	0.0001678204794	3.01912e-05	1.87046e-06	6.9901e-05	9.913756e-05	3.10339e-05	9.88046e-05	3.19263e-05	3.56426e-06	4.667547e-05	0.000247503	3.06829e-06	2.12895e-05	3.764053e-05	3.111629e-05	0	8.4539185e-05	0	0	7.896176e-06	0	1.36722e-05	3.26061e-06	1.07485e-05	8.06815e-06	0	0	2.11949e-05	8.63832e-06	4.16002e-06	2.58923e-06	3.98987e-05	0.000105339	0	1.01237e-05	9.09782e-06	2.61396e-05	1.75929e-05	2.51166e-05	2.02338e-05	0	3.14376e-05	2.35191e-05	5.63064e-06	6.46038e-05	0	0	0	0	5.95974e-07	2.86446e-06	0.000139515	0	0.0001978248	0.000156921	0	7.18813e-05	0	8.22132e-05	8.00326e-05	8.9030362e-05	2.236102e-06	1.54209e-05	1.958605e-05	7.084765e-05	0	1.4336e-05	0	4.45927e-06	2.87862e-06	0.00011357671	0.000113646056	7.28876e-06	0	4.98848e-06	0	0	0	0	0	1.028067e-05	0	0	0	0	0	8.116975e-06	0.0001126746929	2.1582e-06	0.0001660967244	0.000141678417	8.115757e-06	9.99574e-06	4.297401e-05	0	0.000194667	0.000109016856	3.4484431e-05	0.000299675	1.9433249e-05	0.000143185	2.074902e-05	0	0.0001584465	8.20339483e-05	8.44974e-06	0.00010959317	8.608061e-05	1.42358e-05	7.03384e-07	8.844192e-05	0.000120044719	0.00011079663	1.2643859e-05	0.000147217	0	1.16276e-05	0	8.730743e-05	1.67239e-05	2.27913e-05	2.53909e-06	0.000146158255	8.8645472e-05	4.9166162e-05	1.30923e-05	9.47279e-05	1.07061e-05	2.90938e-05	3.01599e-05	1.37323e-06	0	5.00237e-06	3.364982e-06	5.697924e-06	7.4999e-07	1.613419e-05	9.09786e-06	3.4636e-05	0	1.338806e-05	1.7985187e-05	4.06477144e-05	1.9676288e-05	4.881326e-06	0	0
